Time,FP_FrontRight_Fx,FP_FrontRight_Fy,FP_FrontRight_Fz,
0.01,-7.04858e-12,-54.1573,7.04858e-12,
0.02,-7.04858e-12,-46.5824,7.04858e-12,
0.03,-7.04858e-12,-40.0668,7.04858e-12,
0.04,7.10543e-12,-34.4622,0,
0.05,7.10543e-12,-29.6414,5.68434e-14,
0.06,7.10543e-12,-25.4947,5.68434e-14,
0.07,7.10543e-12,-21.9279,5.68434e-14,
0.08,2316.09,-78285,7852.11,
0.09,2654.35,-78938.1,4824.97,
0.1,3635.06,-78104.2,1043.17,
0.11,4659.57,-77351,-2264.16,
0.12,5498.74,-75105,-7000.44,
0.13,5644.68,-70529.1,-9814,
0.14,6032.61,-62999.9,-10190.3,
0.15,9435.13,-66764.5,-3286.13,
0.16,8943.58,-70489,7967.02,
0.17,11496.7,-84054.3,-879.03,
0.18,-39972.3,-99894.9,1165.74,
0.19,-44526.2,-61416.4,-4818.19,
0.2,-34528.3,-56026.8,-5108.45,
0.21,-62021,-102574,3897.03,
0.22,-51353.5,-111025,1890.35,
0.23,-40466.3,-111024,4712.61,
0.24,-31744.8,-109491,8190.43,
0.25,-24721.4,-101263,10535.6,
0.26,-10421.1,-104225,-5990.4,
0.27,5085.13,-101384,-8067.93,
0.28,10946.8,-96806.3,-10930.2,
0.29,14298.8,-105359,-10239.2,
0.3,9403.96,-95686.9,-11464.4,
0.31,-4149.2,-115364,-3182.76,
0.32,-9485.51,-99025.7,1242.72,
0.33,-6831.55,-103916,-4622.9,
0.34,-3990.94,-96180.7,-8255.81,
0.35,-1999.66,-89741.6,-6111.8,
0.36,-405.642,-102581,-8103.87,
0.37,2127.68,-85504.6,-2660.97,
0.38,28518.3,-104541,41739.9,
0.39,34583.9,-93320.4,27569.6,
0.4,22022,-101495,-7035.58,
0.41,19577.6,-79811.1,-10485.8,
0.42,23760.4,-100791,1443.71,
0.43,19848,-112399,931.071,
0.44,20442.2,-108934,3467.99,
0.45,21414.9,-102058,5851.19,
0.46,18583.7,-90035.5,5502.11,
0.47,18431.3,-103172,-3601.8,
0.48,4830.17,-99761.9,-15067,
0.49,2635.86,-106749,-21669.9,
0.5,6454.9,-90388.1,-4211.29,
0.51,-586.017,-108149,-9798.98,
0.52,-8492.63,-101086,-285.229,
0.53,288.822,-112165,-7469.46,
0.54,4200.57,-109700,-10024.6,
0.55,7957.99,-104056,-12988.9,
0.56,-4268.06,-103158,-16927.8,
0.57,-7970.96,-102671,-4802.43,
0.58,-3834.29,-110247,-4709.46,
0.59,1717.48,-103710,-4973.04,
0.6,2275.88,-87843.6,-3477.79,
0.61,5138.89,-99744.5,-4289.34,
0.62,3680.81,-85835.1,-3036.6,
0.63,17584.1,-90794.8,15582.2,
0.64,5410.04,-99603,21365.7,
0.65,32990.6,-113830,-11298,
0.66,51927.2,-93779.8,-28916.8,
0.67,57485.3,-86497.2,-6079.12,
0.68,45596.2,-82880.3,-6038.4,
0.69,42008,-95416,-11470.3,
0.7,39926.7,-78613.7,-18338.2,
0.71,34763.2,-78163.6,-4.57697,
0.72,33958.8,-93830.9,6195.86,
0.73,32857,-94579.6,8930.21,
0.74,12585.6,-72201,14167.2,
0.75,10455.1,-78659.6,6863.26,
0.76,19642.6,-94637.5,-31864.3,
0.77,10538.7,-98157.8,-32921.3,
0.78,5555.99,-77195.8,-26487.2,
0.79,14459,-93825.7,-17614,
0.8,11543.2,-73457.3,-13386,
0.81,7984.36,-98781.9,-11589,
0.82,10045.3,-109815,-6981.54,
0.83,-11191.8,-104681,-1215.05,
0.84,-11827.7,-103713,-13725.1,
0.85,-5160.54,-112978,-7995.96,
0.86,-5128.9,-108583,-8156.51,
0.87,-6496.48,-105362,-6932,
0.88,-7265.92,-102009,-6733.81,
0.89,-9993.14,-96433.4,-934.409,
0.9,-11569.3,-109497,946.237,
0.91,-17354.7,-99772.7,7682.92,
0.92,-47329.7,-88878.2,19330.3,
0.93,-33475,-79316.5,4937.38,
0.94,-6914.52,-97719.2,31029.8,
0.95,-3138.58,-106476,25298,
0.96,-5126.84,-96900.2,20416.8,
0.97,-1941.98,-109094,17316.6,
0.98,-22520.7,-96347.2,36505.8,
0.99,-20289,-97837.1,34616.5,
1,-15474.5,-99948.8,30872,
1.01,-47652.6,-92841.7,37524.1,
1.02,-24262.1,-111197,15314.8,
1.03,-21245.4,-71187,14523.4,
1.04,16439.7,-97443.4,1012.41,
1.05,17351.5,-95695.3,4747.93,
1.06,15602.4,-90010.3,6143.6,
1.07,11174.2,-82872,8272.64,
1.08,8520.07,-77710.5,8025.53,
1.09,6229.69,-80184.5,6395.22,
1.1,8958.6,-65695.5,2775.88,
1.11,-12787.4,-81132.1,18230.7,
1.12,-21702.1,-94018.6,6817.3,
1.13,-43533.4,-87976.2,-12585.1,
1.14,-28716.2,-111750,-6821.52,
1.15,-22032.4,-111692,27.3398,
1.16,-17792.4,-96919.5,1152.32,
1.17,-30505.6,-101813,486.654,
1.18,-13371.6,-112130,122.534,
1.19,-12037.5,-111448,1693.49,
1.2,-11986.4,-107626,3827.85,
1.21,-10761.3,-102706,7416.06,
1.22,-9976.01,-91459,11297.9,
1.23,-22113.6,-106059,6987.05,
1.24,-9313.22,-91633.9,-3034.71,
1.25,-7643.21,-84567.8,-23481.5,
1.26,-12331.6,-90936.6,-20600.6,
1.27,-1955.62,-72428.8,14428.8,
1.28,1165.72,-92410.2,10644.4,
1.29,-10515.3,-103560,2327.93,
1.3,-14368,-94035,-17234,
1.31,-23988,-71760.5,3912.74,
1.32,-23847.9,-92467,21479,
1.33,29246.9,-80043.8,-9346.45,
1.34,16458.2,-85214.2,-32761.9,
1.35,13606,-95069.9,-23810.8,
1.36,21529,-84224.1,-15319.9,
1.37,-53769.2,-100930,-22149.7,
1.38,-46305.4,-84856.3,-18394.6,
1.39,-37100.3,-105835,-28894.4,
1.4,-27475.3,-115045,-14191,
1.41,-29073.6,-110678,6905.67,
1.42,-21966.1,-106863,8233.05,
1.43,-9551.2,-106588,9929.71,
1.44,-5193.72,-105091,7752.21,
1.45,-18769.8,-111186,2283.91,
1.46,-10875.6,-110742,54528.6,
1.47,-8329.13,-94282.8,48115.5,
1.48,27039.1,-106741,-1617.64,
1.49,-6840.62,-108237,-31822.9,
1.5,7111.81,-105511,-12352,
1.51,-4415.71,-101443,7806.19,
1.52,-9586.54,-102019,-14733,
1.53,-2492.59,-93896,-14136.9,
1.54,-2063.1,-104928,-10682.9,
1.55,-34328,-113109,9553.95,
1.56,-44255.6,-99340.4,15699.4,
1.57,-37234.8,-91415.6,-17107.1,
1.58,5098.7,-91456.8,33557.1,
1.59,15038.7,-102907,37161.8,
1.6,12382.5,-107145,32016.6,
1.61,11822.5,-97890.6,23363.5,
1.62,12789.3,-111414,15189.9,
1.63,-10784.2,-102278,36116.2,
1.64,-4587.25,-104055,28687.3,
1.65,27.6976,-97411.2,20333.4,
1.66,-13986.4,-109491,9679.23,
1.67,-13413.4,-112264,13095.3,
1.68,-9553.29,-111655,15039.2,
1.69,-6563,-110279,18240.7,
1.7,-3155.08,-105509,20514.6,
1.71,-769.505,-96008.4,19410.2,
1.72,5298.96,-82642,20024.5,
1.73,2962.8,-92535.3,45729.7,
1.74,-13190,-86151.2,42749.6,
1.75,-30610.7,-87204.5,21682.4,
1.76,-17380.8,-82896.5,16347.8,
1.77,-11871.2,-93585.1,17070,
1.78,12733.6,-100582,26090,
1.79,18640.2,-73253.6,-4256.3,
1.8,1508.11,-117992,8115.53,
1.81,-9663.79,-107650,-3766.44,
1.82,5434.11,-100764,-5536.18,
1.83,4237.71,-108309,-4487.8,
1.84,4288.08,-103698,-9460.44,
1.85,4122.11,-94736.3,-11946.9,
1.86,3359.86,-81393.2,-9771.16,
1.87,5749.3,-62562.1,-5281.99,
1.88,-456.731,-109701,4213.49,
1.89,-1373.28,-104599,-322.146,
1.9,-2360.9,-95726.5,-4435.2,
1.91,-14526.6,-107659,-756.596,
1.92,-4119.28,-67259.7,-20276.4,
1.93,-4723.82,-97571.6,-6279.58,
1.94,54005.4,-100990,6113,
1.95,36464,-93468,1862.37,
1.96,21918.1,-100064,1354.07,
1.97,18671.1,-102471,7410.35,
1.98,37979.8,-87504.9,-10294.6,
1.99,25986.1,-108702,-2273.14,
2,28212.6,-101678,7393.36,
2.01,36336,-107495,-965.733,
2.02,31642.5,-128679,-20556.9,
2.03,26576.5,-113505,-14905.7,
2.04,19780.8,-104770,-17732,
2.05,20972.2,-90481.2,-13633.5,
2.06,21977,-99046.6,-15348.6,
2.07,19396.4,-79338.6,-2348.98,
2.08,16380,-87725.7,1250.19,
2.09,2091.33,-105578,9188.65,
2.1,5055.44,-84380,29142.9,
2.11,-616.427,-86916.7,77489.5,
2.12,-13718.5,-84445.8,17498.5,
2.13,-14005,-104845,-17072.6,
2.14,-19950.1,-106770,-11530.2,
2.15,-20733.4,-103356,-22208.2,
2.16,-14069.4,-106628,-19040.4,
2.17,-13420.4,-105790,-22151,
2.18,-12742.9,-99203.2,-21660.8,
2.19,-9579.42,-81302,-18494.2,
2.2,-1042.6,-91812.5,-38122.9,
2.21,51.966,-117259,-6516.65,
2.22,-3115.07,-107284,-9377.99,
2.23,-3844.41,-99961.6,-4157.83,
2.24,-1622.94,-90857.8,-2874.05,
2.25,-8254.26,-91095.2,24865.2,
2.26,-9922.45,-104225,21095.7,
2.27,-12706.8,-102462,18153.4,
2.28,-15015.1,-97915.1,15586.9,
2.29,-13934.3,-96648.6,14606,
2.3,-10994.2,-97977.7,5244.58,
2.31,-8548.05,-89016,4093.58,
2.32,-8034.21,-72041.9,17318.4,
2.33,-9187.51,-81133.1,14268.8,
2.34,-10257.1,-86534.8,-9959.03,
2.35,5509.29,-111459,-10305.1,
2.36,-433.987,-102369,-3844.94,
2.37,989.321,-99943.9,-15618.2,
2.38,-2646.24,-103774,-6820.97,
2.39,3526.41,-111325,-321.141,
2.4,7362.73,-103595,-1305.93,
2.41,1503.29,-102292,-3583.33,
2.42,1836.32,-109270,-126.981,
2.43,-867.606,-97436.1,-2256.72,
2.44,-16810.4,-108545,12214,
2.45,-5932.47,-95516.4,2936.79,
2.46,-3415.68,-75629.6,-146.984,
2.47,-4595.79,-70321.8,1709.52,
2.48,-7757.85,-62597.5,2327.97,
2.49,-20031.2,-71086.7,-2011.03,
2.5,-16206,-90953,-29160.5,
2.51,45454.3,-112174,-26443.8,
2.52,25201.9,-92831.1,-36198.4,
2.53,16396.8,-95755.3,-69543.9,
2.54,11673.7,-91790.4,-65752.6,
2.55,5538.31,-99824.4,-30704.2,
2.56,8448.01,-66356,-15560.4,
2.57,-20759.3,-100742,-17202.9,
2.58,-12411.8,-105926,-11730.6,
2.59,-1525.81,-107814,-11394.9,
2.6,-14054.8,-115307,22629.7,
2.61,-13683.4,-106826,27582.1,
2.62,-16389.9,-103030,28894.5,
2.63,-18288.1,-97322.5,28678.2,
2.64,-15483.1,-90348.7,28507.4,
2.65,-25226.7,-100194,21147.1,
2.66,-36889,-114532,66665.1,
2.67,-21979.3,-119754,25529,
2.68,-36878.2,-109336,6341.61,
2.69,-33769.2,-98341,28393.5,
2.7,-35785.2,-109796,32936.8,
2.71,-607.708,-115312,11296.2,
2.72,12679.7,-112512,-1372.47,
2.73,-1948,-108275,1243.49,
2.74,477.656,-107483,-2572.19,
2.75,3667.8,-105946,-4863.06,
2.76,6226.34,-105660,-5576.87,
2.77,8034.56,-104159,-5392.34,
2.78,10285.4,-103918,-5577.76,
2.79,13515,-101620,-5595.43,
2.8,17009.2,-100054,-6087.37,
2.81,14181.3,-96007,-6874.02,
2.82,-1026.94,-102482,-8515.45,
2.83,-42155.9,-99120.6,12998.8,
2.84,-28720.1,-110602,6314.51,
2.85,-19577.7,-101867,4249.85,
2.86,-25586.3,-108053,-5158.81,
2.87,-33201.6,-98515.6,14956.7,
2.88,-24819.1,-99863.6,11120.1,
2.89,-958.301,-104158,31013.9,
2.9,-4367.83,-105994,29804.7,
2.91,-3350.75,-100700,29803.6,
2.92,-1737.37,-94227.9,30175.9,
2.93,-2533.62,-84805.9,26964.2,
2.94,-6571.77,-91562.6,21452.9,
2.95,-8439.29,-98804.8,8245.65,
2.96,-6944.42,-87905.7,5103.06,
2.97,-3433.76,-100453,2808.35,
2.98,-12959.9,-90252.1,-20644.5,
2.99,-9873.19,-74767.8,-2632.49,
3,-13203.5,-76503.4,-17675.3,
3.01,-31009.5,-87906.4,29336.1,
3.02,-24655.2,-88240.7,18586.3,
3.03,-7921.25,-94879.2,-15352.3,
3.04,-39386.9,-94540.3,-33418.7,
3.05,-18537.2,-92400.8,20315.4,
3.06,-7830.16,-97519.5,18335.7,
3.07,-33499.6,-110889,-13883.3,
3.08,-3642.42,-113680,-11261.9,
3.09,2788.4,-94089.7,22901.6,
