Time,FP_FrontRight_Fx,FP_FrontRight_Fy,FP_FrontRight_Fz,
0.01,-7.04858e-12,-60.1228,1.42109e-11,
0.02,-7.04858e-12,-51.7639,7.04858e-12,
0.03,-7.04858e-12,-44.5237,7.04858e-12,
0.04,0,-38.2959,-1.42109e-11,
0.05,7.10543e-12,-32.939,5.68434e-14,
0.06,7.10543e-12,-28.3312,5.68434e-14,
0.07,7.10543e-12,-24.3677,5.68434e-14,
0.08,129.031,3859.83,-4287.42,
0.09,6062.15,16983.3,-696.281,
0.1,3163.06,25214.7,27.9139,
0.11,-29984.1,15107.8,72165.8,
0.12,-63407.5,-444.787,69159.3,
0.13,-44869.2,-48365.3,117415,
0.14,-42096.4,-75657.2,98451.7,
0.15,-35866.7,-68769.7,85092.7,
0.16,-29151.1,-63995.9,70639.7,
0.17,-19165.1,-81411.7,70830.9,
0.18,-17267.9,-63380.7,69900.9,
0.19,-12748,-95219.5,68255.4,
0.2,-4230.84,-92828.6,64117.8,
0.21,1585.3,-86839,58744.3,
0.22,3097.32,-83396.5,44702.6,
0.23,-9592.11,-87413,42342,
0.24,1509.28,-90940.8,32703.4,
0.25,3793.25,-56176.8,11799.5,
0.26,-19056.4,-88385.9,20252.5,
0.27,-17246.5,-109887,13273.7,
0.28,-14974.1,-111956,12597.8,
0.29,-13405.9,-113177,11825.9,
0.3,-11891.4,-110466,10877.5,
0.31,-7220.72,-106803,11391.8,
0.32,-16723,-110258,21179.1,
0.33,-7205.5,-99353.9,29390.8,
0.34,-10914.2,-103919,27584.9,
0.35,-20996.6,-104080,23713.4,
0.36,-53961.7,-105826,73391.5,
0.37,-36067.7,-95580.1,72024.8,
0.38,-27946.6,-91633.6,66298.4,
0.39,-15681.1,-89940.3,59735.3,
0.4,-9408.81,-98640.4,64736,
0.41,-13101.9,-88096.1,62810.8,
0.42,-9889.54,-99290.8,57061.6,
0.43,-7880.43,-86863.2,46745.7,
0.44,993.751,-110154,47464.1,
0.45,-9617.08,-76695.3,73737.5,
0.46,-31931.2,-83883.8,40122.9,
0.47,-23535.1,-98501.7,58506.4,
0.48,-17773.4,-83253.6,42877.9,
0.49,-1332.78,-100748,23406,
0.5,-1770.3,-94942.6,18391.6,
0.51,-1604.23,-100674,-1511.74,
0.52,51759.3,-90430.1,19069.9,
0.53,42346.2,-82592.2,15402,
0.54,36127.1,-91451.9,9007.84,
0.55,30004.5,-89110.5,2019.74,
0.56,26244.6,-87028.3,-5088.26,
0.57,23143.4,-81888.1,-10015,
0.58,19572,-72623.5,-10289.2,
0.59,6792.24,-96286.1,-24873.4,
0.6,5538.83,-76416.4,14486.6,
0.61,6096.31,-84341.8,10800.3,
0.62,-312.314,-94461.8,9391.73,
0.63,-3961.61,-89530.6,1643.96,
0.64,-5035.33,-98152.7,2683.39,
0.65,-2962.23,-91926.3,3833.42,
0.66,-1461.06,-86164.6,4796.48,
0.67,-656.939,-81140.9,8824.92,
0.68,-1321.22,-73767.9,10183,
0.69,3459.12,-68534.7,6455.37,
0.7,-2329.47,-46097.4,10603.3,
0.71,-3377.79,-71796.6,-9922.93,
0.72,-3299.2,-71611,-7780.78,
