Time,FP_RearRight_Fx,FP_RearRight_Fy,FP_RearRight_Fz,
0.01,7.04858e-12,-54.1573,7.04858e-12,
0.02,7.04858e-12,-46.5824,7.04858e-12,
0.03,7.04858e-12,-40.0668,7.04858e-12,
0.04,7.04858e-12,-34.4622,0,
0.05,7.04858e-12,-29.6414,7.04858e-12,
0.06,7.04858e-12,-25.4947,7.04858e-12,
0.07,7.04858e-12,-21.9279,-1.42109e-11,
0.08,-11597.3,-50837.9,12640,
0.09,-6943.9,-102101,34399.6,
0.1,-33645.3,-123966,34210.3,
0.11,-26945.4,-98274.3,27056.4,
0.12,-28921,-94659.7,48652.1,
0.13,-8933.37,-92254.6,28888.1,
0.14,-8843.07,-107999,13998.6,
0.15,-25225.5,-110577,3349.14,
0.16,-28194.9,-100315,-18350,
0.17,-19918.3,-112087,-21249.6,
0.18,-18054,-109360,-25284.3,
0.19,-13341.9,-105396,-26401.3,
0.2,-9615.98,-98764.3,-27692.5,
0.21,-11412.7,-90873.6,-26941.3,
0.22,-7289.4,-89993.9,-21153.2,
0.23,-20988.1,-93394.3,-5318.64,
0.24,-7930.85,-90595.7,-39600.3,
0.25,-13348.6,-67616.7,-21331.1,
0.26,1309.1,-77011.8,-19036.6,
0.27,29614.6,-91282.1,9950.91,
0.28,22957.5,-88517.9,8685.44,
0.29,18191.6,-84722.2,-1646.34,
0.3,18685.1,-91087.5,-602.949,
0.31,-5656.27,-83846.7,6033.53,
0.32,-3645.76,-78243.2,3660.97,
0.33,4425.55,-100411,-3971.64,
0.34,-7449.15,-104955,-21474.2,
0.35,-18751.1,-100536,-40547,
0.36,-9436.32,-86704.9,-33279.6,
0.37,-8651.3,-55216.7,-4561.12,
0.38,-15946.5,-83549.8,2547.12,
0.39,-14156.8,-65220.1,8517.65,
0.4,-18901.7,-91890,11164.7,
0.41,-13163.3,-78155.4,9721.67,
0.42,-6904.49,-78364.5,-6715.97,
0.43,-1034.71,-92022.5,-3586.31,
0.44,-4379.04,-90580.7,19163.6,
0.45,7677.41,-91987.6,10762.7,
0.46,7590.9,-113820,-1958.43,
0.47,-3298.6,-109394,-16242.2,
0.48,-5967.07,-104941,-347.646,
0.49,3015.91,-110674,-13574.7,
0.5,-7267.8,-110716,-13005.9,
0.51,-4421.26,-107476,-40781.9,
0.52,8891.05,-101356,18559.1,
0.53,24232.3,-103906,20120.3,
0.54,28241.2,-110753,18976.7,
0.55,28159.8,-111534,14095.6,
0.56,29072.5,-109261,14325.4,
0.57,30284.1,-103502,11560.4,
0.58,22566.2,-99716.8,13317.7,
0.59,-7616.67,-107007,-6680.66,
0.6,-6337.66,-104317,-2146.43,
0.61,-5355,-88937.9,261.622,
0.62,-8043.79,-90996.5,-394.006,
0.63,-15546.4,-119757,5300.23,
0.64,-12628.7,-112020,4144.44,
0.65,-7617.75,-110323,3190.53,
0.66,-3323,-100858,1256.05,
0.67,2359.91,-112939,789.863,
0.68,467.563,-110621,-3483.64,
0.69,-1871.07,-107603,-7805.09,
0.7,-2719.91,-97311.2,-9183.08,
0.71,-3018.58,-84564.5,-6809.73,
0.72,-6760.4,-104084,-14114.8,
0.73,1994.79,-100300,3155.63,
0.74,-12824.8,-97930.2,-1743.47,
0.75,-14040.5,-111834,1682.69,
0.76,-12930.1,-97591.4,-2202.49,
0.77,-21717.3,-128247,-21848.2,
0.78,-20865.8,-119824,-14754.4,
0.79,-54498.4,-95283.1,-14437.1,
0.8,-35983.1,-85597.9,-14885.2,
0.81,-28772.1,-79484.5,-11922,
0.82,-29168.9,-72582.7,-4244.37,
0.83,-30239.2,-92457.7,-2944.38,
0.84,-26934.4,-89791.3,3858.51,
0.85,-22913,-87602.6,9850.8,
0.86,-19661.3,-84391.9,14874.3,
0.87,-16532.3,-77985.3,16464.1,
0.88,-1040.12,-46036.4,24985,
0.89,713.831,-85302.1,27469.4,
0.9,-6933.7,-81955.6,-491.12,
0.91,-3116.28,-101778,-391.182,
0.92,7987.04,-99915.4,4314.1,
0.93,12183.5,-95356.9,3501.65,
0.94,10017.9,-94292.1,4248.41,
0.95,202.402,-102287,2718.19,
0.96,1838.95,-97968.5,4517.09,
0.97,1538.64,-91961.1,9431.77,
0.98,1309.58,-83589.3,7814.65,
0.99,-5725.35,-81138.2,-1055.64,
1,-38868.9,-114369,-7151.63,
1.01,-36531.8,-66117.7,-10170.6,
1.02,-35237.8,-109937,-13491.3,
1.03,-28715.6,-105264,-26034,
1.04,-19411.3,-105485,-29825.4,
1.05,-13643,-103858,-14072.8,
1.06,-43821.9,-112512,-34293.9,
1.07,-38782.1,-112167,-28091.3,
1.08,-42149.2,-117549,-21163.5,
1.09,-53595.6,-110276,841.21,
1.1,-45431.7,-94218.9,-173.964,
1.11,-26998.7,-94029.1,3740.65,
1.12,-21450.7,-100672,1605.08,
1.13,-42028.1,-104533,-15022.4,
1.14,-47679,-136334,-47452.5,
1.15,-38801.8,-123248,-40529.6,
1.16,-37195,-117179,-12137.9,
1.17,-39775.7,-99462.4,-18690.8,
1.18,-34186,-97199.5,10119.1,
1.19,-9714.92,-107681,17755.2,
1.2,-5832.76,-99917.5,15274.8,
1.21,-2000.35,-110958,8803.46,
1.22,-9282.63,-110854,14475.1,
1.23,916.022,-99046.1,20707.1,
1.24,5072.45,-111450,18115,
1.25,8480.56,-112196,18501,
1.26,5835.25,-113387,16528.1,
1.27,3881.6,-113372,17799.8,
1.28,2542.43,-113009,19153.2,
1.29,1351.68,-109583,19827.3,
1.3,662.554,-108034,21429.2,
1.31,-46.3248,-105572,23561.7,
1.32,1095.38,-92875,21300.7,
1.33,8218.66,-103247,21238.4,
1.34,3429.46,-95645.9,29579.3,
1.35,2720.57,-107374,27133.8,
1.36,30463.3,-104681,24353.3,
1.37,20484.3,-110008,16117.9,
1.38,14969.2,-106366,8425.42,
1.39,10048.1,-101502,1929.73,
1.4,6364.94,-93802.8,-2863.15,
1.41,9434.05,-94264.5,-9588,
1.42,12846,-96926.6,18037.4,
1.43,-12754.1,-90396.8,-2974.84,
1.44,-2062.62,-88257.6,1692.22,
1.45,-7691.76,-100045,13592.2,
1.46,-9555.19,-103314,10670,
1.47,-3273.16,-97355.5,9712.59,
1.48,-1433.61,-86288.3,7157.84,
1.49,17590,-112047,10140.1,
1.5,243.321,-131254,2808.43,
1.51,-6234.3,-117425,7547.7,
1.52,-1394.07,-117221,12592.4,
1.53,-13313.8,-121236,26683.1,
1.54,-21562.8,-116606,20913,
1.55,-28487.8,-106909,24401.9,
1.56,-27844,-87377.5,16830,
1.57,-80441.9,-108740,11757.9,
1.58,-37439.3,-99271.6,24294.3,
1.59,-39727.5,-100838,73000.4,
1.6,-31050.5,-102337,63055.6,
1.61,-6128.69,-84427,54501.4,
1.62,-1440.8,-93164.7,48103,
1.63,16536.9,-96570.5,-424.575,
1.64,9600.57,-85588.6,6592.98,
1.65,7316.16,-89657.2,5515.93,
1.66,-18328.4,-108762,-32284.8,
1.67,-43577.5,-113311,-37542,
1.68,-27569.2,-108399,-28993.2,
1.69,-18788.7,-114214,-27374.7,
1.7,-4623.82,-105844,-12979.5,
1.71,-1482.03,-72212.8,-9909.1,
1.72,3383.03,-81223,-4260.93,
1.73,-19933.2,-105633,5982.46,
1.74,-18846.7,-97622,2674.4,
1.75,-43446.4,-72790.5,7940.61,
1.76,-51569,-102113,10946.4,
1.77,-55324.6,-65992.2,6690.08,
1.78,-51243.2,-80435.1,1544.48,
1.79,-33929.9,-83722.6,-3256.47,
1.8,-30792.9,-91637.4,-7699.34,
1.81,-28107.6,-83030.3,-6673.75,
1.82,-46751.3,-67303.5,5436.85,
1.83,-43968.1,-65780.2,828.55,
1.84,-36008.5,-58129.5,938.859,
1.85,-39587.8,-72826.6,2426.41,
1.86,-30973.5,-94388,-4567.02,
1.87,-71035.2,-100292,-30671.3,
1.88,-78686.2,-91284.4,-24163.8,
1.89,-66043.4,-75898,-26475.2,
1.9,-28483.5,-100257,-1126.73,
1.91,-27874.4,-106100,2353.59,
1.92,-21603.6,-104732,-671.065,
1.93,-7310.5,-96319.5,7862.86,
1.94,-5472.96,-110359,1344.99,
1.95,-749.547,-101984,718.096,
1.96,-5519.02,-105290,14468.1,
1.97,-4876.27,-110072,15680,
1.98,-6087.51,-105639,18823.3,
1.99,-5092.76,-96495.2,19323.9,
2,-6297.59,-86674.9,14797.6,
2.01,-7367.04,-104433,15553.9,
2.02,-2779.53,-95440.4,1988.78,
2.03,-1033.5,-108509,-5723.51,
2.04,-1200.05,-103742,-9873.2,
2.05,-2355.25,-89972.8,-9820.08,
2.06,-1893.48,-102920,-12315.5,
2.07,-2229.93,-107179,-11151.2,
2.08,-436.923,-105387,-18819.5,
2.09,-21025.2,-108533,-18855.4,
2.1,-18527.1,-112036,-13981.4,
2.11,-18346.6,-115265,-14098.6,
2.12,-34592.7,-112110,-13536.6,
2.13,-34076.7,-107342,-10607.7,
2.14,-29884.2,-106195,-14661.6,
2.15,-27085.9,-106734,-16352.8,
2.16,-36495.8,-101168,12513.4,
2.17,-30265.8,-108317,9583.69,
2.18,-37270.2,-109872,-4666.49,
2.19,-29557.2,-105863,-21489,
2.2,-21181.1,-99921.9,-18993,
2.21,-7886.68,-91565.7,6708.38,
2.22,-10336,-92799.4,9622.68,
2.23,-7409.81,-99141.6,4192.61,
2.24,-4003.39,-90522,4195.45,
2.25,-6232.58,-88488.5,-4817.22,
2.26,-46841.4,-91971.8,-18888.9,
2.27,-23658,-110233,8431.86,
2.28,-28720.4,-110275,9155.45,
2.29,-29555.1,-106857,10346.2,
2.3,-28843.6,-97645.8,10452.4,
2.31,-28103.9,-105301,7525.09,
2.32,-30809.8,-118757,10621.5,
2.33,-26296.6,-106892,-4955.65,
2.34,-40804.8,-115648,14476.9,
2.35,-31041.6,-107793,8811.12,
2.36,-38326.8,-105719,2905.28,
2.37,-40630.1,-111196,123.752,
2.38,-42342.1,-105527,-427.161,
2.39,-34685.5,-90818.6,-280.089,
2.4,-30926.6,-112304,2052.58,
2.41,-38338.7,-107525,-9469.84,
2.42,-30453.9,-109642,-4425.58,
2.43,-19687.1,-94225.9,-1538.42,
2.44,-11186.8,-97427.1,-9545.56,
2.45,-32422.7,-113164,-24800.9,
2.46,-47473.8,-115068,28429.5,
2.47,-39793.1,-102272,25599,
2.48,-30019.3,-95886.7,21470.1,
2.49,-21915.7,-108505,16654.7,
2.5,-45238.3,-130208,3205.74,
2.51,-27774.4,-111349,3947.63,
2.52,-22759.6,-92006.3,3243.71,
2.53,-13875.7,-107599,8327.76,
2.54,-10569.9,-111697,852.914,
2.55,-8543.63,-107332,-4853.61,
2.56,-7974.5,-91862.8,-3337.66,
2.57,-9952.2,-94967.5,-8804.82,
2.58,-12632.6,-106031,-13037.5,
2.59,-24237.7,-108404,-2024.54,
2.6,-8970.29,-111038,-22775.6,
2.61,-20508.5,-110647,-1428.91,
2.62,-26221.3,-106128,16592.3,
2.63,-2746.54,-105164,49790.5,
2.64,-557.502,-102370,48905.9,
2.65,-261.757,-102350,40817.4,
2.66,2662.52,-112239,39736.6,
2.67,1536.83,-110992,38931.6,
2.68,514.442,-108345,39911.9,
2.69,3190.57,-98396.6,30011.7,
2.7,-5053.84,-110377,28382.8,
2.71,-9624.82,-109065,25569.8,
2.72,-13259.1,-104926,21813.1,
2.73,-14992.9,-95732.3,17536.8,
2.74,-12051.8,-100486,19300.6,
2.75,-11644.5,-101640,16161.8,
2.76,-9152.1,-108104,17760.5,
2.77,-4927.91,-103005,17395.2,
2.78,-3181.42,-91219.3,9653.58,
2.79,31288.4,-96269.4,-5153.2,
2.8,19029.8,-85071.3,-2466.98,
2.81,-20890.5,-110543,-9699.71,
2.82,-22292.2,-98999.7,-3994.87,
2.83,-31918.3,-94666.5,-16789.5,
2.84,-31948.7,-110612,-19818.3,
2.85,-30772.4,-106130,-19564.1,
2.86,-29752,-99750.9,-18742.3,
2.87,-26055.1,-90993.4,-16387.8,
2.88,-26944,-94814.1,-22856.3,
2.89,-22410.3,-78285.3,-19447.7,
2.9,10.982,-85544.7,-23244.4,
2.91,4049.53,-88545.2,-6249.69,
2.92,-1984.36,-89310.7,-16201.5,
2.93,-21560.2,-115843,-7501.95,
2.94,-13885,-111000,467.33,
2.95,14687.5,-113892,-24678.1,
2.96,17033.1,-105611,-12935.9,
2.97,-2348.47,-99581.6,-21656.8,
2.98,4983.47,-100163,-21455.4,
2.99,5810.78,-99379.8,-18828.5,
3,4919.94,-74191,-16220.2,
3.01,9017.51,-75503,-2967.23,
3.02,7574.52,-81565.2,-6072.43,
3.03,7227.32,-71398.2,-3937.38,
3.04,-2767.48,-66829.4,-771.349,
3.05,-51376.8,-107890,-3327.14,
3.06,-41092.2,-90646,-13278.1,
3.07,-69928.1,-88186.7,4257.65,
