Time,FP_RearRight_Fx,FP_RearRight_Fy,FP_RearRight_Fz,
0.01,7.04858e-12,-53.3475,7.04858e-12,
0.02,7.04858e-12,-45.8858,7.04858e-12,
0.03,7.04858e-12,-39.4676,-1.42109e-11,
0.04,7.04858e-12,-33.9468,7.04858e-12,
0.05,7.04858e-12,-29.1981,7.04858e-12,
0.06,7.04858e-12,-25.1134,7.04858e-12,
0.07,7.04858e-12,-21.5999,-1.42109e-11,
0.08,-1073.18,-12880.5,5091.19,
0.09,-22802.8,-45109.2,7911.14,
0.1,-36753.2,-105336,1811.63,
0.11,-22257.4,-99252.7,9375.85,
0.12,-15317.7,-112131,-3818.58,
0.13,-12063.2,-99746.5,-6669.14,
0.14,-33122.4,-105164,3137.58,
0.15,-46469.1,-100190,16055.8,
0.16,-28120.5,-83589.5,-9639.52,
0.17,-2720.76,-107464,18281.1,
0.18,-21963.1,-108252,-5052.89,
0.19,-28074.1,-96467.1,-23354.1,
0.2,-14618.7,-98099.8,8559.64,
0.21,-14079,-78948.4,-4448.62,
0.22,-3631.84,-78316.9,4107.17,
0.23,-3377.81,-75593.8,7876.97,
0.24,-3108.01,-71415.1,11771,
0.25,-2823.34,-65501.9,12324.6,
0.26,-9170.46,-91052.5,16350.2,
0.27,-19952.1,-99153.1,14279,
0.28,-22358.9,-113303,9049.6,
0.29,-17888.4,-112494,3719.38,
0.3,-17432.5,-110857,-1440.97,
0.31,-18524.6,-106084,-6437.06,
0.32,-16419.6,-98155.3,-8679.68,
0.33,-15831.3,-73640.1,-370.153,
0.34,-16625.7,-108689,-15893.7,
0.35,-11295.9,-111089,-12767.9,
0.36,-14798.3,-106764,-10939.2,
0.37,-26642.6,-108778,-4828.37,
0.38,-23413.8,-111729,923.745,
0.39,-20728.5,-109959,4554.64,
0.4,-18272.4,-106772,8543.3,
0.41,-14968.3,-100008,11597.8,
0.42,19498.8,-78490.7,20101.6,
0.43,-11443.1,-63462.1,8602.75,
0.44,-2947.91,-103169,6248.91,
0.45,5182.18,-93662.1,6261.41,
0.46,7301.2,-109639,10728.6,
0.47,5620.29,-107814,9656.39,
0.48,4759.79,-110354,7381.68,
0.49,1532.73,-110157,5775.67,
0.5,-2691.8,-106985,6615.94,
0.51,-5832.83,-101024,9417.53,
0.52,-5552.25,-89933.3,8967.26,
0.53,-14901.9,-110937,10808.7,
0.54,-25011.1,-112642,12384.1,
0.55,-23724,-107050,11996.8,
0.56,-23611.1,-101788,10779.2,
0.57,-18352.9,-87114.1,11234.3,
0.58,2408.16,-82619.9,-1017.6,
0.59,2505.78,-96364.7,-7963.59,
0.6,14947.6,-118833,-27133.4,
0.61,24641.8,-101191,-30431,
0.62,26514.9,-86480.6,-14931.3,
0.63,41133.6,-111551,-4368.39,
