Time,FP_FrontRight_Fx,FP_FrontRight_Fy,FP_FrontRight_Fz,
0.01,-7.04858e-12,-53.3475,7.04858e-12,
0.02,-7.04858e-12,-45.8858,7.04858e-12,
0.03,-7.04858e-12,-39.4676,-1.42109e-11,
0.04,7.10543e-12,-33.9468,5.68434e-14,
0.05,7.10543e-12,-29.1981,5.68434e-14,
0.06,7.10543e-12,-25.1134,5.68434e-14,
0.07,7.10543e-12,-21.5999,5.68434e-14,
0.08,12504.9,-33929,-568.342,
0.09,-1565.06,-72911.7,-20087.7,
0.1,-8821.72,-76053,-5710.56,
0.11,-3582.15,-96955.5,9275.28,
0.12,-33525.9,-105223,-2977.21,
0.13,-15157.7,-101883,-7274.28,
0.14,-20878.4,-96358.1,-30633.1,
0.15,-44459.7,-96684.6,-25422.6,
0.16,-58916,-111835,-43479.9,
0.17,-53508.3,-115049,-66530.3,
0.18,-32856.6,-112155,-42197,
0.19,-11304.3,-99179.8,-32067.5,
0.2,-35050.2,-110340,-27947.5,
0.21,-26740,-110368,-23900.9,
0.22,-23096.5,-108025,-23966.8,
0.23,-17878.9,-100481,-25178.7,
0.24,-21726,-110909,-29450.9,
0.25,6022.37,-113588,-59121.8,
0.26,-986.581,-96253.4,-40775.5,
0.27,-30087.2,-102052,-62170.7,
0.28,14129.4,-79007.1,-27180.5,
0.29,21618.6,-87495.3,-45467.7,
0.3,699.282,-91538.3,-1749.99,
0.31,3493.42,-74492.2,1699.2,
0.32,7209.43,-38607.1,-1502.99,
0.33,19054.9,-113266,-1347.87,
0.34,21507,-105120,5951.03,
0.35,27716.2,-108371,24307.4,
0.36,28439.3,-110807,20347,
0.37,25961.4,-101394,14277.9,
0.38,34368,-90557.8,19452.1,
0.39,52019.5,-103694,318.505,
0.4,42881.3,-94247.4,804.154,
0.41,29656.1,-93808.8,888.4,
0.42,20262.9,-90588.2,-2684.81,
0.43,12476.4,-84528.3,-6170.78,
0.44,5858.11,-78785.8,-9704.84,
0.45,2464.23,-86137.8,-17535.7,
0.46,-5131.91,-69753.3,-10205.7,
0.47,-11202.9,-52245.7,-5683.57,
0.48,-10179.6,-74618.7,-6284.59,
0.49,-10635,-86959.4,-4022.6,
0.5,-5380.65,-83016.1,1745.34,
0.51,-6721.88,-110223,4788.75,
0.52,23015.1,-110157,8293.1,
0.53,23888,-120113,-3102.69,
0.54,19071.6,-91354.9,-4489.65,
0.55,3726.12,-106183,2754.3,
0.56,10776.4,-99941.3,2059.68,
0.57,5456.98,-111832,7336.25,
0.58,-21947.9,-119715,-30792.6,
0.59,-14302.2,-100888,-20165.5,
0.6,3995.56,-75163.2,-14733.6,
0.61,-2834.07,-81109.5,-4659.8,
0.62,-2356.07,-73543.8,-4819.59,
0.63,-1406.71,-79711.6,-7316.55,
