Time,FP_RearRight_Fx,FP_RearRight_Fy,FP_RearRight_Fz,
0.01,7.04858e-12,-53.3475,7.04858e-12,
0.02,7.04858e-12,-45.8858,7.04858e-12,
0.03,7.04858e-12,-39.4676,-1.42109e-11,
0.04,7.04858e-12,-33.9468,7.04858e-12,
0.05,7.04858e-12,-29.1981,7.04858e-12,
0.06,7.04858e-12,-25.1134,7.04858e-12,
0.07,11.7064,6347.29,-7413.66,
0.08,-18835.6,-65605.7,2872.57,
0.09,-29634.1,-86822.9,-58.7748,
0.1,-32307.2,-88027.5,-9771.1,
0.11,-49516.2,-111035,-19315.2,
0.12,-31100.6,-101420,-63655.7,
0.13,-1712.38,-80230.5,-91284.6,
0.14,-8752.29,-91110.2,-93345.9,
0.15,-16093.6,-113697,-77188.4,
0.16,22603.1,-102540,-40805.6,
0.17,66120.7,-107360,-6852.84,
0.18,27390.7,-109845,-13252.4,
0.19,14195,-118962,4019.94,
0.2,5848.27,-110532,16219.5,
0.21,11254.2,-108680,11224.1,
0.22,16479.7,-107277,6982.54,
0.23,18177.1,-98315.1,5094.29,
0.24,24039.6,-107243,4991.75,
0.25,19412.7,-87745.5,4066.66,
0.26,20735.5,-69198.5,-4602.86,
0.27,5748.4,-55236.3,5773.29,
0.28,2123.54,-108682,16358.4,
0.29,5534.51,-107092,17022.7,
0.3,8480.36,-102767,17140.8,
0.31,11848.1,-96652.1,16863.2,
0.32,7902.98,-104798,17817.8,
0.33,18806.7,-94510.2,18626.8,
0.34,12610.4,-110914,15292.5,
0.35,7043.31,-106679,15373.3,
0.36,1958.42,-99697.8,12749.6,
0.37,-312.186,-91588.6,11162.1,
0.38,-5496.13,-73115.2,10157,
0.39,-6284.46,-105553,27057,
0.4,-9943.03,-109724,13472.4,
0.41,-11144.3,-113441,13762,
0.42,-11782.4,-112136,18435.8,
0.43,-11232.2,-107963,21090.7,
0.44,-7408.96,-105482,24145.3,
0.45,-7642.37,-94003,23455.1,
0.46,-10570.5,-106701,16608,
0.47,-6441.29,-108822,13977.7,
0.48,-5903.04,-111150,15679,
0.49,-5243.65,-98239.3,10024.7,
0.5,-3449.9,-110893,9802.5,
0.51,-9233.68,-102234,11138.3,
0.52,-9692.91,-98507.9,11527.8,
0.53,-31615.8,-89921.2,-3944.62,
0.54,-23915.6,-100564,-2207.98,
0.55,-22367.9,-95338,80.4393,
0.56,-18116.8,-73002.7,688.644,
0.57,-10049.3,-54672.3,-2155.16,
0.58,-8234.65,-89268.8,-8931.32,
0.59,-2682.37,-67960.5,-4134.1,
0.6,-13857.2,-62809,11398.7,
0.61,735.085,-107118,14988.6,
0.62,-905.4,-116620,26073.6,
0.63,11639.8,-88699.3,4041.08,
0.64,7431.66,-85993.2,4051.9,
0.65,5866.73,-84541.9,1395.52,
