CombinedSpineCont... started logging at time 02242018_124041 with 4 abstract markers.
time (sec),rot vert pos (rad),0_abstractMarker((0.5  0.5  0.5)).X,0_abstractMarker((0.5  0.5  0.5)).Y,0_abstractMarker((0.5  0.5  0.5)).Z,1_abstractMarker((0.2  0.7  0.2)).X,1_abstractMarker((0.2  0.7  0.2)).Y,1_abstractMarker((0.2  0.7  0.2)).Z,2_abstractMarker((0.5  0.2  0)).X,2_abstractMarker((0.5  0.2  0)).Y,2_abstractMarker((0.5  0.2  0)).Z,3_abstractMarker((0  0.7  0.7)).X,3_abstractMarker((0  0.7  0.7)).Y,3_abstractMarker((0  0.7  0.7)).Z,
0.0101,0,-64.6131,3.13575,-7.55,-64.6131,3.13575,7.55,-0.213363,3.13086,-7.55002,-0.213304,3.13086,7.54998,
0.0202,0,-64.8012,3.53723,-7.55,-64.8012,3.53724,7.55,-0.0714855,3.51558,-7.55003,-0.0714207,3.51558,7.54997,
0.0303,0,-65.0832,3.92437,-7.55,-65.0832,3.92437,7.55,0.134966,3.87838,-7.55003,0.135023,3.87838,7.54997,
0.0404,0,-65.3271,4.28747,-7.55,-65.3271,4.28747,7.55,0.374534,4.22806,-7.55003,0.374593,4.22806,7.54997,
0.0505,0,-65.4725,4.61267,-7.55,-65.4725,4.61266,7.55,0.625473,4.56083,-7.55001,0.6255,4.56084,7.54999,
0.0606,0,-65.5809,4.90989,-7.55001,-65.5809,4.90989,7.54999,0.815339,4.8637,-7.54997,0.815324,4.86375,7.55003,
0.0707,0,-65.65,5.17514,-7.55001,-65.65,5.17513,7.54999,0.950486,5.13652,-7.54977,0.950241,5.13671,7.55023,
0.0808,0,-65.6842,5.40527,-7.55001,-65.6841,5.40526,7.54999,1.07131,5.3861,-7.54952,1.07068,5.38646,7.55048,
0.0909,0,-65.6992,5.60057,-7.5501,-65.6992,5.60047,7.5499,1.17526,5.60994,-7.54878,1.17385,5.61084,7.55122,
0.101,0,-65.7057,5.76328,-7.55029,-65.7057,5.763,7.54971,1.24963,5.80041,-7.5476,1.24771,5.80228,7.5524,
0.1111,0,-65.7095,5.8962,-7.55032,-65.7095,5.89588,7.54968,1.29083,5.95239,-7.54649,1.28839,5.95517,7.55351,
0.1212,0,-65.709,5.99913,-7.55032,-65.7091,5.99882,7.54968,1.31002,6.06581,-7.54448,1.30686,6.07028,7.55552,
0.1313,0,-65.7024,6.07135,-7.55016,-65.7024,6.07119,7.54984,1.31731,6.14497,-7.54239,1.31307,6.15113,7.55761,
0.1414,0,-65.6925,6.11364,-7.55,-65.6925,6.11363,7.55,1.30967,6.19146,-7.5417,1.30376,6.19792,7.5583,
0.1515,0,-65.6784,6.12642,-7.55001,-65.6784,6.1264,7.54999,1.28705,6.2059,-7.54209,1.27934,6.21165,7.55791,
0.1616,0,-65.6609,6.11023,-7.55031,-65.6608,6.10993,7.54969,1.24914,6.18786,-7.54283,1.23987,6.19263,7.55717,
0.1717,0,-65.6401,6.06567,-7.55053,-65.6399,6.06516,7.54947,1.19914,6.13842,-7.54374,1.1883,6.14209,7.55626,
0.1818,0,-65.6104,5.9929,-7.55075,-65.6102,5.99218,7.54925,1.13875,6.05871,-7.54502,1.12629,6.06094,7.55497,
0.1919,0,-65.5654,5.89218,-7.55095,-65.5652,5.89127,7.54905,1.06651,5.95129,-7.54587,1.05244,5.95253,7.55412,
0.202,0,-65.5114,5.76942,-7.55114,-65.511,5.76834,7.54886,0.987673,5.82285,-7.54628,0.972151,5.82356,7.55371,
0.2121,0,-65.4549,5.63071,-7.55131,-65.4544,5.62948,7.54869,0.905198,5.67853,-7.54583,0.888643,5.67957,7.55417,
0.2222,0,-65.3958,5.47863,-7.55147,-65.3952,5.47726,7.54853,0.819406,5.52151,-7.54565,0.8016,5.52262,7.55434,
0.2323,0,-65.3345,5.31502,-7.55163,-65.3339,5.3135,7.54837,0.731056,5.35354,-7.54547,0.712257,5.35479,7.55452,
0.2424,0,-65.2714,5.14122,-7.55177,-65.2697,5.13965,7.54823,0.637584,5.17584,-7.54526,0.621593,5.17766,7.55473,
0.2525,0,-65.2026,4.9578,-7.55239,-65.2,4.95572,7.54761,0.53957,4.98935,-7.54515,0.526985,4.99166,7.55485,
0.2626,0,-65.1241,4.76507,-7.55448,-65.1226,4.761,7.54552,0.437328,4.79511,-7.54644,0.425068,4.79632,7.55355,
0.2727,0,-65.0398,4.56265,-7.55575,-65.0384,4.55741,7.54425,0.331319,4.59258,-7.5474,0.320098,4.59304,7.55259,
0.2828,0,-64.9525,4.35109,-7.55674,-64.9507,4.34498,7.54326,0.223642,4.3819,-7.54854,0.213061,4.38142,7.55145,
0.2929,0,-64.8627,4.13053,-7.55751,-64.8602,4.12377,7.54249,0.113982,4.16313,-7.55004,0.103248,4.16133,7.54995,
0.303,0,-64.7693,3.90085,-7.55821,-64.7661,3.89354,7.54178,0.000939938,3.93594,-7.55174,-0.00943167,3.93283,7.54826,
0.3131,0,-64.6703,3.66204,-7.55868,-64.666,3.65443,7.54132,-0.114997,3.70379,-7.5542,-0.11888,3.7003,7.5458,
0.3232,0,-64.567,3.41962,-7.55839,-64.5605,3.41243,7.54161,-0.210014,3.47333,-7.55566,-0.209816,3.4702,7.54434,
0.3333,0,-64.4646,3.18366,-7.55869,-64.4566,3.1767,7.54131,-0.295904,3.24758,-7.55654,-0.294354,3.24466,7.54346,
0.3434,0,-64.3658,2.95705,-7.55976,-64.3594,2.95001,7.54024,-0.379344,3.02785,-7.55699,-0.37705,3.02511,7.54301,
0.3535,0,-64.2919,2.74981,-7.55216,-64.2857,2.75023,7.54784,-0.453333,2.81497,-7.5571,-0.450314,2.81242,7.5429,
0.3636,0,-64.3512,2.75,-7.5601,-64.3627,2.76834,7.53988,-0.436303,2.75,-7.56663,-0.420653,2.75844,7.53336,
0.3737,0,-64.4325,2.75,-7.57529,-64.4616,2.77882,7.52465,-0.377719,2.75,-7.59142,-0.34501,2.76291,7.50854,
0.3838,0,-64.5179,2.75,-7.59881,-64.5636,2.77969,7.50109,-0.315001,2.75,-7.62025,-0.269755,2.75925,7.47968,
0.3939,0,-64.599,2.75,-7.62998,-64.6566,2.76983,7.4699,-0.25687,2.75,-7.64839,-0.204908,2.74999,7.45152,
0.404,0,-64.6608,2.75,-7.66811,-64.7273,2.74991,7.43174,-0.202546,2.75,-7.65816,-0.148602,2.74999,7.44174,
0.4141,0,-64.7021,2.74999,-7.67152,-64.7658,2.75,7.42835,-0.156591,2.75,-7.66587,-0.101524,2.75,7.43403,
0.4242,0,-64.7345,2.75,-7.67402,-64.796,2.74999,7.42586,-0.117413,2.75,-7.67175,-0.0615808,2.75,7.42815,
0.4343,0,-64.7655,2.75,-7.6758,-64.8247,2.75,7.42408,-0.0805705,2.74999,-7.67602,-0.0248988,2.75,7.42387,
0.4444,0,-64.7946,2.75,-7.67716,-64.8522,2.74999,7.42273,-0.0455079,2.75,-7.67883,0.00840647,2.75,7.42108,
0.4545,0,-64.8219,2.75,-7.67817,-64.8782,2.75,7.42172,-0.0125367,2.75,-7.68041,0.0381723,2.75,7.4195,
0.4646,0,-64.8481,2.75001,-7.67889,-64.9027,2.75,7.42101,0.0182839,2.75,-7.6813,0.0653561,2.75,7.41862,
0.4747,0,-64.8736,2.75,-7.67934,-64.9256,2.75,7.42057,0.0465266,2.75001,-7.68193,0.0902827,2.75,7.41801,
0.4848,0,-64.8974,2.74999,-7.6797,-64.9465,2.75,7.42022,0.0730465,2.74999,-7.68248,0.11402,2.75,7.41747,
0.4949,0,-64.9191,2.75,-7.68007,-64.9656,2.75,7.41986,0.0976372,2.75,-7.68282,0.13558,2.74999,7.41713,
0.505,0,-64.9389,2.75,-7.68039,-64.983,2.75,7.41954,0.121522,2.75,-7.68277,0.155204,2.75,7.41719,
0.5151,0,-64.9574,2.74999,-7.68055,-64.9989,2.75,7.41939,0.144613,2.75,-7.68251,0.173254,2.75,7.41746,
0.5252,0,-64.9748,2.74999,-7.68054,-65.013,2.75,7.41942,0.164338,2.75,-7.68251,0.18921,2.75,7.41747,
0.5353,0,-64.9909,2.74999,-7.68052,-65.025,2.75,7.41944,0.180456,2.75,-7.68266,0.203176,2.75,7.41732,
0.5454,0,-65.0051,2.75,-7.68065,-65.0352,2.75,7.41932,0.194095,2.75,-7.6826,0.215079,2.75,7.41739,
0.5555,0,-65.0171,2.75,-7.68089,-65.0433,2.75,7.41908,0.204394,2.75,-7.68226,0.223036,2.75,7.41773,
0.5656,0,-65.0257,2.75,-7.68128,-65.0485,2.75,7.41871,0.210069,2.75,-7.68174,0.226058,2.75001,7.41825,
0.5757,0,-65.0308,2.75,-7.68149,-65.0503,2.75,7.4185,0.212777,2.75,-7.68121,0.227041,2.75,7.41878,
0.5858,0,-65.0347,2.75,-7.68111,-65.0515,2.74999,7.41888,0.214898,2.74999,-7.68065,0.228102,2.75,7.41935,
0.5959,0,-65.0387,2.74999,-7.68061,-65.0529,2.75,7.41938,0.216638,2.75,-7.68022,0.229268,2.75,7.41977,
0.606,0,-65.0431,2.74999,-7.68014,-65.0543,2.75,7.41986,0.218314,2.75,-7.67989,0.230416,2.74999,7.4201,
0.6161,0,-65.0479,2.74999,-7.6797,-65.0557,2.75,7.4203,0.219954,2.75,-7.67972,0.231522,2.74999,7.42028,
0.6262,0,-65.0529,2.75,-7.67938,-65.0571,2.74999,7.42062,0.221533,2.75,-7.67963,0.2326,2.75,7.42036,
0.6363,0,-65.0574,2.75,-7.67905,-65.0583,2.75,7.42095,0.22306,2.75,-7.67964,0.233598,2.75,7.42036,
0.6464,0,-65.0604,2.75001,-7.67898,-65.0595,2.75,7.42102,0.224472,2.75,-7.67971,0.234551,2.75,7.42029,
0.6565,0,-65.063,2.75,-7.67916,-65.0606,2.75,7.42084,0.225759,2.75,-7.67985,0.23539,2.75,7.42015,
0.6666,0,-65.0646,2.75,-7.67933,-65.0613,2.74999,7.42067,0.226858,2.75,-7.67999,0.236203,2.75,7.42001,
0.6767,0,-65.065,2.74999,-7.67947,-65.0615,2.74999,7.42053,0.227636,2.75,-7.68004,0.236649,2.75,7.41995,
0.6868,0,-65.0648,2.75,-7.67957,-65.0617,2.75,7.42043,0.227713,2.75,-7.68016,0.236586,2.75001,7.41984,
0.6969,0,-65.0651,2.75,-7.67946,-65.0617,2.75,7.42054,0.227818,2.75,-7.68012,0.236704,2.75,7.41988,
0.707,0,-65.0654,2.75001,-7.67936,-65.0618,2.75,7.42064,0.227949,2.75,-7.68002,0.236923,2.75,7.41998,
0.7171,0,-65.0657,2.75,-7.67931,-65.0617,2.74999,7.42069,0.227953,2.75,-7.67994,0.237083,2.75,7.42006,
0.7272,0,-65.0657,2.75001,-7.6795,-65.0617,2.75,7.4205,0.227704,2.75,-7.67975,0.237194,2.75001,7.42025,
0.7373,0,-65.0654,2.75,-7.67994,-65.0617,2.75,7.42006,0.227147,2.75,-7.67956,0.237147,2.75,7.42044,
0.7474,0,-65.0648,2.75,-7.68024,-65.0617,2.75,7.41976,0.226567,2.75,-7.67937,0.236988,2.75,7.42062,
0.7575,0,-65.0641,2.75,-7.68044,-65.0617,2.75,7.41956,0.226038,2.75,-7.67924,0.236745,2.75,7.42075,
0.7676,0,-65.0636,2.75,-7.68075,-65.0619,2.74999,7.41925,0.225428,2.75,-7.67915,0.236397,2.75,7.42084,
0.7777,0,-65.0634,2.75,-7.68124,-65.0622,2.75,7.41876,0.224781,2.75,-7.67913,0.235986,2.75,7.42087,
0.7878,0,-65.0634,2.75,-7.68116,-65.0621,2.75,7.41884,0.224266,2.75,-7.67908,0.235603,2.75,7.42092,
0.7979,0,-65.0634,2.75,-7.68115,-65.062,2.75,7.41885,0.223893,2.75,-7.67904,0.235227,2.75,7.42095,
0.808,0,-65.0633,2.75,-7.68105,-65.0618,2.75,7.41895,0.223584,2.75,-7.679,0.234904,2.75,7.421,
0.8181,0,-65.0633,2.75,-7.68078,-65.0616,2.75,7.41922,0.223366,2.75,-7.67898,0.234588,2.75,7.42102,
0.8282,0,-65.0634,2.75,-7.68053,-65.0613,2.75,7.41947,0.223183,2.75,-7.67896,0.23431,2.75,7.42103,
0.8383,0,-65.0635,2.75,-7.68033,-65.0611,2.75,7.41967,0.223044,2.75,-7.67904,0.234197,2.75,7.42095,
0.8484,0,-65.0639,2.74999,-7.6801,-65.0608,2.75,7.41989,0.222998,2.75,-7.67919,0.234178,2.75,7.42081,
0.8585,0,-65.0642,2.75,-7.67989,-65.0606,2.75,7.42011,0.222999,2.75,-7.67944,0.234242,2.75,7.42056,
0.8686,0,-65.0646,2.75,-7.6797,-65.0603,2.75,7.4203,0.223049,2.75,-7.67973,0.234408,2.74999,7.42026,
0.8787,0,-65.065,2.75,-7.67951,-65.0601,2.75,7.42049,0.223189,2.75,-7.68,0.234694,2.75,7.41999,
0.8888,0,-65.0655,2.75,-7.6793,-65.0599,2.75,7.4207,0.223464,2.75,-7.68028,0.235086,2.75,7.41972,
0.8989,0,-65.066,2.74999,-7.67905,-65.0597,2.75,7.42095,0.223822,2.75,-7.68054,0.235589,2.75,7.41945,
0.909,0,-65.0666,2.75,-7.67884,-65.0597,2.75,7.42116,0.224353,2.75,-7.68077,0.236155,2.75,7.41922,
0.9191,0,-65.0671,2.74999,-7.67862,-65.0597,2.75,7.42138,0.225023,2.75,-7.68098,0.236754,2.75,7.41901,
0.9292,0,-65.0678,2.75,-7.67843,-65.0599,2.75,7.42157,0.225722,2.75,-7.68119,0.237414,2.75,7.41881,
0.9393,0,-65.0686,2.75,-7.67819,-65.0601,2.75,7.42181,0.22655,2.75,-7.6814,0.238025,2.74999,7.41859,
0.9494,0,-65.0694,2.75,-7.6779,-65.0606,2.75,7.4221,0.227338,2.75,-7.68164,0.238648,2.75,7.41836,
0.9595,0,-65.0703,2.75,-7.67759,-65.0611,2.75,7.42241,0.22806,2.75,-7.6819,0.239246,2.75,7.41809,
0.9696,0,-65.0713,2.74999,-7.67727,-65.0617,2.75,7.42272,0.228692,2.75,-7.68219,0.239854,2.75,7.41781,
0.9797,0,-65.0723,2.75,-7.677,-65.0624,2.75,7.423,0.229235,2.75,-7.68252,0.240452,2.75,7.41748,
0.9898,0,-65.0732,2.75,-7.67678,-65.063,2.75,7.42322,0.229717,2.75,-7.68283,0.241053,2.74999,7.41717,
0.9999,0,-65.0741,2.75,-7.67661,-65.0636,2.75,7.42339,0.230172,2.75,-7.68305,0.241624,2.75,7.41694,
1.01,0,-65.075,2.75001,-7.67649,-65.0643,2.74999,7.42351,0.230603,2.75,-7.68325,0.242097,2.75,7.41675,
1.0201,0,-65.0757,2.75,-7.67638,-65.0649,2.75,7.42362,0.230972,2.75,-7.68337,0.242398,2.75,7.41662,
1.0302,0,-65.0764,2.75,-7.67634,-65.0656,2.75,7.42365,0.231329,2.75,-7.68341,0.242647,2.75,7.41658,
1.0403,0,-65.077,2.75,-7.67635,-65.0663,2.75,7.42364,0.231639,2.75,-7.68347,0.242812,2.75,7.41652,
1.0504,0,-65.0776,2.75,-7.67627,-65.067,2.75,7.42373,0.231901,2.75,-7.68351,0.242934,2.74999,7.41648,
1.0605,0,-65.0782,2.75,-7.67622,-65.0676,2.75,7.42378,0.23212,2.75,-7.6835,0.243053,2.74999,7.41649,
1.0706,0,-65.0787,2.75,-7.67622,-65.0681,2.75,7.42377,0.232306,2.75,-7.68347,0.243171,2.75001,7.41652,
1.0807,0,-65.0791,2.74999,-7.67619,-65.0685,2.75,7.4238,0.232446,2.74999,-7.68346,0.243247,2.75,7.41654,
1.0908,0,-65.0794,2.75001,-7.67618,-65.0688,2.75,7.42382,0.232516,2.75,-7.68345,0.243292,2.75001,7.41654,
1.1009,0,-65.0796,2.75,-7.67617,-65.0689,2.74999,7.42383,0.232499,2.75,-7.68345,0.243296,2.75,7.41654,
1.111,0,-65.0797,2.75001,-7.67611,-65.069,2.75,7.42388,0.232472,2.75,-7.68343,0.243265,2.74999,7.41656,
1.1211,0,-65.0798,2.75,-7.67606,-65.069,2.75,7.42393,0.232419,2.75,-7.68341,0.243238,2.75,7.41658,
1.1312,0,-65.0799,2.75,-7.67607,-65.069,2.75,7.42393,0.232361,2.75,-7.68336,0.243225,2.75001,7.41663,
1.1413,0,-65.0799,2.75,-7.67608,-65.069,2.75,7.42392,0.232309,2.75,-7.68336,0.243204,2.75,7.41664,
1.1514,0,-65.0799,2.75001,-7.67608,-65.069,2.75,7.42391,0.232315,2.75,-7.68333,0.243185,2.75,7.41667,
1.1615,0,-65.0799,2.75,-7.67604,-65.0688,2.75,7.42395,0.232345,2.75,-7.68334,0.243179,2.75,7.41666,
1.1716,0,-65.0798,2.75,-7.676,-65.0687,2.75,7.424,0.232437,2.75,-7.68336,0.243178,2.75,7.41664,
1.1817,0,-65.0796,2.75,-7.67592,-65.0685,2.75,7.42408,0.232582,2.75,-7.68342,0.243181,2.75,7.41658,
1.1918,0,-65.0795,2.75,-7.67585,-65.0683,2.75,7.42415,0.232767,2.75,-7.68347,0.243208,2.75,7.41653,
1.2019,0,-65.0794,2.74999,-7.67578,-65.0682,2.75,7.42422,0.23291,2.75,-7.68349,0.243229,2.75,7.41651,
1.212,0,-65.0795,2.75001,-7.67573,-65.0681,2.74999,7.42426,0.233048,2.74999,-7.68356,0.243344,2.75001,7.41644,
1.2221,0,-65.0795,2.74999,-7.67564,-65.0679,2.75,7.42435,0.233188,2.75,-7.68377,0.243511,2.74999,7.41623,
1.2322,0,-65.0796,2.75,-7.6756,-65.0678,2.75,7.4244,0.23336,2.75,-7.68402,0.243709,2.75,7.41598,
1.2423,0,-65.0799,2.75,-7.67543,-65.0677,2.75,7.42457,0.233523,2.75,-7.68433,0.243926,2.74999,7.41566,
1.2524,0,-65.0802,2.74999,-7.67523,-65.0677,2.75,7.42477,0.233687,2.75,-7.68462,0.244167,2.75001,7.41537,
1.2625,0,-65.0806,2.75,-7.67501,-65.0678,2.75,7.42499,0.233843,2.75,-7.68494,0.244451,2.75,7.41506,
1.2726,0,-65.0811,2.75,-7.67479,-65.068,2.75,7.42521,0.234036,2.75,-7.68524,0.244734,2.75,7.41476,
1.2827,0,-65.0816,2.75,-7.67453,-65.0682,2.75,7.42547,0.234249,2.75,-7.68557,0.245035,2.75,7.41443,
1.2928,0,-65.0823,2.75,-7.67427,-65.0685,2.75,7.42572,0.234476,2.75,-7.68589,0.245417,2.74999,7.41411,
1.3029,0,-65.0829,2.74999,-7.67398,-65.0688,2.75,7.42602,0.234739,2.75,-7.6862,0.245836,2.75,7.4138,
1.313,0,-65.0836,2.75,-7.67372,-65.0693,2.75,7.42628,0.235045,2.75,-7.6865,0.246297,2.75,7.4135,
1.3231,0,-65.0844,2.74999,-7.67341,-65.0698,2.75,7.42658,0.23536,2.75,-7.68678,0.246822,2.75,7.41321,
1.3332,0,-65.0852,2.75,-7.67313,-65.0703,2.75,7.42686,0.235717,2.75,-7.68705,0.247377,2.75001,7.41295,
1.3433,0,-65.0859,2.75,-7.6728,-65.0709,2.75,7.4272,0.236093,2.75,-7.68734,0.247905,2.74999,7.41265,
1.3534,0,-65.0867,2.75,-7.67248,-65.0715,2.75,7.42751,0.236499,2.75,-7.68757,0.248445,2.75,7.41243,
1.3635,0,-65.0874,2.75,-7.67215,-65.0721,2.75,7.42785,0.236922,2.75,-7.68777,0.248962,2.74999,7.41222,
1.3736,0,-65.0881,2.74999,-7.67183,-65.0727,2.75,7.42816,0.237375,2.75,-7.68793,0.249427,2.75001,7.41207,
1.3837,0,-65.0888,2.75,-7.67155,-65.0733,2.75,7.42844,0.237837,2.75,-7.68801,0.249821,2.74999,7.41199,
1.3938,0,-65.0894,2.75,-7.67132,-65.0739,2.75,7.42867,0.238259,2.75,-7.68805,0.250166,2.75,7.41195,
1.4039,0,-65.09,2.75,-7.67117,-65.0744,2.75,7.42882,0.238639,2.75,-7.6881,0.250434,2.74999,7.41189,
1.414,0,-65.0906,2.75001,-7.67113,-65.075,2.75,7.42886,0.238983,2.75,-7.68811,0.250671,2.75,7.41189,
1.4241,0,-65.0911,2.74999,-7.67106,-65.0755,2.75,7.42894,0.239271,2.75,-7.68812,0.250868,2.75,7.41188,
1.4342,0,-65.0915,2.75,-7.67102,-65.076,2.75,7.42898,0.239548,2.74999,-7.68813,0.251049,2.75001,7.41186,
1.4443,0,-65.0919,2.75,-7.67098,-65.0763,2.75,7.42901,0.239819,2.75,-7.68817,0.25119,2.75,7.41182,
1.4544,0,-65.0922,2.75,-7.67096,-65.0766,2.75,7.42903,0.240059,2.75,-7.6882,0.251343,2.74999,7.4118,
1.4645,0,-65.0924,2.75,-7.67096,-65.0768,2.75,7.42904,0.24031,2.75,-7.6882,0.251497,2.74999,7.4118,
1.4746,0,-65.0926,2.75,-7.67096,-65.0769,2.75,7.42904,0.240556,2.75,-7.68819,0.251652,2.75001,7.41181,
1.4847,0,-65.0927,2.75,-7.67096,-65.0769,2.75,7.42904,0.240747,2.75,-7.68819,0.251782,2.75,7.41181,
1.4948,0,-65.0928,2.75,-7.67097,-65.0769,2.75,7.42903,0.240903,2.75,-7.68818,0.251912,2.75001,7.41181,
1.5049,0,-65.0929,2.74999,-7.67096,-65.0768,2.75,7.42903,0.241038,2.75,-7.68819,0.25196,2.75,7.4118,
1.515,0,-65.0929,2.75,-7.67098,-65.0767,2.75,7.42901,0.241124,2.75,-7.6882,0.251964,2.75,7.4118,
1.5251,0,-65.093,2.75,-7.67099,-65.0766,2.75,7.429,0.241166,2.75,-7.68821,0.251927,2.75,7.41179,
1.5352,0,-65.0929,2.75001,-7.67099,-65.0765,2.74999,7.429,0.241234,2.75,-7.68822,0.251855,2.75001,7.41177,
1.5453,0,-65.0929,2.75,-7.67096,-65.0764,2.75,7.42903,0.241283,2.75,-7.68827,0.251759,2.75,7.41173,
1.5554,0,-65.0929,2.74999,-7.67094,-65.0763,2.75,7.42905,0.241311,2.74999,-7.6883,0.251694,2.75001,7.4117,
1.5655,0,-65.0928,2.75,-7.67093,-65.0762,2.75,7.42906,0.241368,2.75,-7.68838,0.25165,2.74999,7.41161,
1.5756,0,-65.0928,2.75,-7.6709,-65.0761,2.75,7.42909,0.241467,2.75,-7.68844,0.251663,2.75,7.41156,
1.5857,0,-65.0928,2.74999,-7.6708,-65.0761,2.75,7.42919,0.241569,2.75,-7.68851,0.251751,2.75,7.41149,
1.5958,0,-65.0928,2.74999,-7.67074,-65.076,2.75,7.42925,0.241664,2.75,-7.68864,0.251854,2.75,7.41136,
1.6059,0,-65.0929,2.75,-7.67066,-65.076,2.75,7.42933,0.241765,2.75,-7.68881,0.251984,2.75,7.41119,
1.616,0,-65.0931,2.75,-7.67055,-65.076,2.75,7.42944,0.241877,2.75,-7.68899,0.252157,2.75001,7.411,
1.6261,0,-65.0935,2.75,-7.67034,-65.0761,2.75,7.42965,0.24199,2.75,-7.68923,0.252345,2.74999,7.41076,
1.6362,0,-65.0939,2.75,-7.67007,-65.0762,2.75,7.42992,0.242127,2.75,-7.68949,0.252535,2.75,7.41051,
1.6463,0,-65.0943,2.74999,-7.66976,-65.0764,2.75,7.43023,0.242269,2.75,-7.68976,0.25277,2.74999,7.41023,
1.6564,0,-65.0948,2.75,-7.66948,-65.0766,2.75,7.43051,0.242442,2.75,-7.69002,0.253052,2.75001,7.40998,
1.6665,0,-65.0954,2.74999,-7.66919,-65.0769,2.75,7.4308,0.242633,2.75,-7.69032,0.253364,2.75,7.40968,
1.6766,0,-65.096,2.75,-7.66893,-65.0772,2.75,7.43106,0.242861,2.75,-7.69059,0.253732,2.75,7.40941,
1.6867,0,-65.0965,2.75,-7.66865,-65.0775,2.75,7.43134,0.243123,2.75,-7.69086,0.254165,2.75,7.40913,
1.6968,0,-65.0971,2.75,-7.66838,-65.0779,2.75,7.43161,0.24344,2.75,-7.69115,0.254627,2.74999,7.40884,
1.7069,0,-65.0977,2.75,-7.66809,-65.0782,2.75,7.43189,0.243803,2.75,-7.69144,0.255124,2.75,7.40856,
1.717,0,-65.0983,2.74999,-7.66779,-65.0787,2.75,7.43219,0.244221,2.75,-7.69169,0.255663,2.75,7.4083,
1.7271,0,-65.0989,2.75,-7.66752,-65.0791,2.75,7.43246,0.244679,2.75,-7.69195,0.256211,2.75,7.40805,
1.7372,0,-65.0995,2.75,-7.66727,-65.0796,2.75,7.43272,0.245172,2.75,-7.69219,0.256757,2.75001,7.4078,
1.7473,0,-65.1001,2.75,-7.66705,-65.0801,2.75,7.43294,0.245666,2.75,-7.69241,0.25729,2.74999,7.40758,
1.7574,0,-65.1007,2.75,-7.66685,-65.0807,2.75,7.43313,0.246174,2.75,-7.69257,0.257791,2.75,7.40742,
1.7675,0,-65.1012,2.74999,-7.66675,-65.0811,2.75,7.43323,0.24669,2.75,-7.69263,0.258214,2.74999,7.40736,
1.7776,0,-65.1017,2.75001,-7.6667,-65.0816,2.75,7.43329,0.24714,2.75,-7.69269,0.258574,2.75,7.4073,
1.7877,0,-65.1023,2.75,-7.66663,-65.0821,2.75,7.43336,0.247524,2.75,-7.69276,0.258854,2.75,7.40724,
1.7978,0,-65.1027,2.74999,-7.66658,-65.0825,2.75,7.4334,0.247865,2.75,-7.69279,0.259067,2.75001,7.40721,
1.8079,0,-65.1032,2.75,-7.66656,-65.0829,2.75,7.43342,0.248105,2.75,-7.69285,0.259225,2.75,7.40715,
1.818,0,-65.1036,2.75,-7.66656,-65.0833,2.75,7.43342,0.248309,2.75,-7.69286,0.259377,2.75,7.40714,
1.8281,0,-65.1039,2.75,-7.66653,-65.0837,2.75,7.43345,0.248499,2.75,-7.6929,0.259492,2.75,7.4071,
1.8382,0,-65.1041,2.75001,-7.6665,-65.084,2.75,7.43349,0.248665,2.75,-7.69291,0.25962,2.75,7.40709,
1.8483,0,-65.1044,2.74999,-7.66647,-65.0841,2.75,7.43352,0.248815,2.75,-7.6929,0.259757,2.75,7.40709,
1.8584,0,-65.1046,2.74999,-7.66647,-65.0843,2.75,7.43352,0.248958,2.75,-7.6929,0.259877,2.75,7.4071,
1.8685,0,-65.1047,2.75,-7.66645,-65.0844,2.75,7.43353,0.249073,2.75,-7.69289,0.259963,2.75,7.4071,
1.8786,0,-65.1049,2.75001,-7.66648,-65.0844,2.75,7.43351,0.249145,2.75,-7.69287,0.260045,2.75,7.40712,
1.8887,0,-65.105,2.75,-7.66645,-65.0845,2.75,7.43354,0.249192,2.75,-7.69288,0.260058,2.75,7.40711,
1.8988,0,-65.1051,2.75,-7.66645,-65.0845,2.75,7.43354,0.2492,2.75,-7.69289,0.260026,2.75,7.40711,
1.9089,0,-65.1052,2.75,-7.66643,-65.0846,2.75,7.43356,0.249166,2.75,-7.69289,0.259955,2.75,7.40711,
1.919,0,-65.1052,2.75,-7.66642,-65.0846,2.75,7.43356,0.249136,2.75,-7.69288,0.259872,2.75001,7.40712,
1.9291,0,-65.1053,2.75,-7.66641,-65.0845,2.75,7.43358,0.249111,2.75,-7.69291,0.259776,2.75,7.40708,
1.9392,0,-65.1053,2.75,-7.6664,-65.0845,2.75,7.43359,0.2491,2.75,-7.69293,0.259725,2.75,7.40707,
1.9493,0,-65.1053,2.75,-7.66632,-65.0845,2.75,7.43366,0.249117,2.75,-7.69298,0.259699,2.75,7.40702,
1.9594,0,-65.1053,2.75,-7.66626,-65.0845,2.75,7.43372,0.249188,2.75,-7.69304,0.25972,2.74999,7.40696,
1.9695,0,-65.1052,2.74999,-7.66619,-65.0844,2.75,7.43379,0.249305,2.75,-7.69309,0.25979,2.75,7.40691,
1.9796,0,-65.1053,2.75001,-7.66614,-65.0843,2.75,7.43385,0.249451,2.75,-7.69316,0.259919,2.75001,7.40683,
1.9897,0,-65.1054,2.75,-7.66603,-65.0843,2.75,7.43396,0.249599,2.75,-7.69332,0.260075,2.75,7.40668,
