CombinedSpineCont... started logging at time 02242018_124628 with 4 abstract markers.
time (sec),rot vert pos (rad),0_abstractMarker((0.5  0.5  0.5)).X,0_abstractMarker((0.5  0.5  0.5)).Y,0_abstractMarker((0.5  0.5  0.5)).Z,1_abstractMarker((0.2  0.7  0.2)).X,1_abstractMarker((0.2  0.7  0.2)).Y,1_abstractMarker((0.2  0.7  0.2)).Z,2_abstractMarker((0.5  0.2  0)).X,2_abstractMarker((0.5  0.2  0)).Y,2_abstractMarker((0.5  0.2  0)).Z,3_abstractMarker((0  0.7  0.7)).X,3_abstractMarker((0  0.7  0.7)).Y,3_abstractMarker((0  0.7  0.7)).Z,
5.6762,0,-66.3819,2.75,-7.3023,-64.9503,2.75,7.72968,1.3448,2.75,-7.27453,0.0513015,2.75,7.76996,
5.6863,0,-66.3834,2.75,-7.30129,-64.9502,2.75,7.73054,1.34598,2.74999,-7.27364,0.0509605,2.75,7.77073,
5.6964,0,-66.3847,2.75,-7.30032,-64.9501,2.75,7.73137,1.34701,2.74999,-7.27285,0.0506026,2.75001,7.7714,
5.7065,0,-66.3859,2.74999,-7.29943,-64.95,2.75001,7.73214,1.34802,2.75,-7.27209,0.0502648,2.75,7.77203,
5.7166,0,-66.387,2.75,-7.29865,-64.9498,2.75,7.7328,1.34908,2.75,-7.27126,0.0500074,2.75001,7.77276,
5.7267,0,-66.388,2.75,-7.29788,-64.9496,2.75001,7.73346,1.35017,2.75,-7.27038,0.0498148,2.75,7.77352,
5.7368,0,-66.3888,2.75,-7.29717,-64.9494,2.75,7.73407,1.35126,2.75,-7.26945,0.049676,2.75,7.77435,
5.7469,0,-66.3897,2.75,-7.2964,-64.9493,2.75,7.73473,1.35234,2.74999,-7.26852,0.0495689,2.75,7.77517,
5.757,0,-66.3907,2.74999,-7.2956,-64.9492,2.75,7.73544,1.35341,2.74999,-7.26758,0.049503,2.75001,7.77602,
5.7671,0,-66.3916,2.74999,-7.29471,-64.9492,2.75001,7.73623,1.35445,2.75,-7.26666,0.0494455,2.75,7.77684,
5.7772,0,-66.3926,2.75,-7.29382,-64.9492,2.75,7.73704,1.35548,2.75,-7.26571,0.0494246,2.75001,7.77771,
5.7873,0,-66.3935,2.75,-7.29289,-64.9492,2.75001,7.73788,1.35646,2.75001,-7.26476,0.049404,2.75,7.77856,
5.7974,0,-66.3945,2.75,-7.29198,-64.9492,2.75,7.7387,1.3574,2.75,-7.26377,0.0493775,2.75,7.77947,
5.8075,0,-66.3954,2.75,-7.29104,-64.9492,2.75,7.73955,1.35828,2.75,-7.26276,0.0493219,2.75,7.7804,
5.8176,0,-66.3963,2.75,-7.29009,-64.9492,2.75,7.74041,1.3589,2.75,-7.26179,0.0492858,2.75001,7.78132,
5.8277,0,-66.3972,2.74999,-7.28913,-64.9492,2.75001,7.74127,1.35947,2.75001,-7.26085,0.0492318,2.75,7.7822,
5.8378,0,-66.3981,2.75,-7.2882,-64.9491,2.75,7.74212,1.36003,2.75,-7.2599,0.0491561,2.75001,7.7831,
5.8479,0,-66.3989,2.75,-7.28724,-64.9491,2.75001,7.743,1.36056,2.75001,-7.25896,0.0490327,2.75,7.78398,
5.858,0,-66.3998,2.75001,-7.2863,-64.949,2.75,7.74385,1.36107,2.75,-7.258,0.0488804,2.75,7.78488,
5.8681,0,-66.4006,2.75,-7.28533,-64.9489,2.75,7.74472,1.36159,2.75,-7.25703,0.0486836,2.75,7.78578,
5.8782,0,-66.4014,2.75,-7.28437,-64.9488,2.75,7.74559,1.36211,2.75,-7.25606,0.0484617,2.75001,7.78669,
5.8883,0,-66.4023,2.74999,-7.28341,-64.9486,2.75001,7.74646,1.36263,2.75001,-7.2551,0.0482041,2.75,7.78758,
5.8984,0,-66.4031,2.75,-7.28247,-64.9485,2.75,7.7473,1.36315,2.75,-7.25411,0.0479262,2.75001,7.7885,
5.9085,0,-66.4039,2.75,-7.28152,-64.9484,2.75001,7.74816,1.3637,2.75001,-7.25313,0.0476046,2.75,7.78941,
5.9186,0,-66.4047,2.75,-7.2806,-64.9482,2.75,7.74899,1.3643,2.75,-7.2521,0.0472668,2.75,7.79035,
5.9287,0,-66.4055,2.75,-7.27965,-64.948,2.75,7.74984,1.36485,2.75,-7.2511,0.0469291,2.75,7.79128,
5.9388,0,-66.4064,2.74999,-7.27873,-64.9479,2.75,7.75068,1.36552,2.75,-7.25007,0.0465973,2.75001,7.79222,
5.9489,0,-66.4072,2.74999,-7.2778,-64.9478,2.75001,7.75151,1.36626,2.75,-7.24908,0.0462814,2.75,7.79311,
5.959,0,-66.408,2.75,-7.27691,-64.9476,2.75,7.75231,1.367,2.75,-7.24807,0.0459791,2.75001,7.79403,
5.9691,0,-66.4087,2.75,-7.27601,-64.9475,2.75001,7.75312,1.36765,2.75001,-7.24707,0.0456608,2.75,7.79495,
5.9792,0,-66.4095,2.75,-7.27513,-64.9474,2.75,7.75391,1.36817,2.75,-7.24607,0.0453571,2.75,7.79588,
5.9893,0,-66.4102,2.75,-7.27424,-64.9473,2.75,7.75472,1.36859,2.75,-7.24512,0.045111,2.75,7.79677,
5.9994,0,-66.411,2.74999,-7.27336,-64.9471,2.75,7.75552,1.36901,2.75,-7.24417,0.044887,2.75001,7.79766,
6.0095,0,-66.4117,2.74999,-7.27248,-64.9471,2.75001,7.75632,1.36942,2.75,-7.24325,0.0446861,2.75,7.79853,
6.0196,0,-66.4124,2.75,-7.27162,-64.947,2.75,7.7571,1.36987,2.75,-7.2423,0.0445082,2.75001,7.79943,
6.0297,0,-66.4131,2.75,-7.27075,-64.9469,2.75001,7.7579,1.3703,2.75001,-7.24138,0.0443716,2.75,7.8003,
6.0398,0,-66.4138,2.75,-7.26989,-64.9468,2.75,7.75868,1.37077,2.75,-7.24043,0.0442647,2.75,7.80119,
6.0499,0,-66.4146,2.74999,-7.26901,-64.9468,2.75,7.75948,1.37125,2.75,-7.23949,0.0442001,2.75,7.80209,
6.06,0,-66.4153,2.74999,-7.26814,-64.9467,2.75,7.76028,1.37179,2.75,-7.23852,0.0441642,2.75001,7.803,
6.0701,0,-66.416,2.74999,-7.26725,-64.9467,2.75001,7.76109,1.37232,2.75,-7.23759,0.0441662,2.75,7.80389,
6.0802,0,-66.4168,2.75,-7.2664,-64.9467,2.75,7.76187,1.37285,2.75,-7.2368,0.0442369,2.75001,7.80464,
6.0903,0,-66.4175,2.75,-7.26552,-64.9467,2.75001,7.76268,1.37324,2.75,-7.23677,0.0444897,2.75,7.80465,
6.1004,0,-66.4183,2.75,-7.26466,-64.9468,2.75,7.76346,1.37366,2.75,-7.23675,0.044749,2.75001,7.80466,
6.1105,0,-66.4191,2.74999,-7.26377,-64.9468,2.75,7.76428,1.37408,2.75,-7.23677,0.045017,2.75,7.80463,
6.1206,0,-66.4199,2.74999,-7.26289,-64.9469,2.75,7.76509,1.37451,2.75,-7.23675,0.0452734,2.75,7.80463,
6.1307,0,-66.4207,2.74999,-7.262,-64.947,2.75001,7.76591,1.37494,2.75,-7.23676,0.0455404,2.75,7.80461,
6.1408,0,-66.4216,2.75,-7.26112,-64.9471,2.75,7.76671,1.37537,2.75,-7.23673,0.0457978,2.75001,7.80462,
6.1509,0,-66.4224,2.75,-7.26022,-64.9472,2.75001,7.76754,1.37577,2.75,-7.23674,0.0460343,2.75,7.80459,
6.161,0,-66.4233,2.75,-7.25933,-64.9473,2.75,7.76836,1.37616,2.75,-7.23672,0.0462542,2.75001,7.8046,
6.1711,0,-66.4242,2.75,-7.2584,-64.9474,2.75,7.76922,1.37652,2.75,-7.23673,0.0464573,2.75,7.80458,
6.1812,0,-66.4251,2.74999,-7.25746,-64.9475,2.75,7.77008,1.37687,2.75,-7.23672,0.0466504,2.75,7.80457,
6.1913,0,-66.426,2.74999,-7.25651,-64.9476,2.75001,7.77095,1.37719,2.75,-7.23672,0.0468205,2.75,7.80456,
6.2014,0,-66.4269,2.75,-7.25557,-64.9478,2.75,7.77182,1.37751,2.75,-7.23671,0.0469931,2.75001,7.80456,
6.2115,0,-66.4277,2.75,-7.25458,-64.9479,2.75001,7.77273,1.37779,2.75,-7.23671,0.0471446,2.75,7.80455,
6.2216,0,-66.4286,2.75001,-7.2536,-64.948,2.75,7.77364,1.37806,2.75,-7.23672,0.0472941,2.75001,7.80453,
6.2317,0,-66.4293,2.75,-7.25261,-64.9481,2.75,7.77457,1.3783,2.75,-7.23675,0.0474249,2.75,7.80449,
6.2418,0,-66.4299,2.75,-7.25167,-64.9482,2.75,7.77546,1.37852,2.75,-7.23675,0.0475433,2.75,7.80448,
6.2519,0,-66.4305,2.75,-7.25073,-64.9484,2.75001,7.77635,1.37871,2.75,-7.23677,0.0476516,2.75,7.80445,
6.262,0,-66.4311,2.75,-7.24982,-64.9485,2.75,7.77723,1.37889,2.75,-7.23676,0.047752,2.75001,7.80445,
6.2721,0,-66.4316,2.75,-7.24888,-64.9486,2.75001,7.77812,1.37903,2.75,-7.23679,0.0478314,2.75,7.80442,
6.2822,0,-66.4322,2.75,-7.24796,-64.9487,2.75,7.77899,1.37915,2.75,-7.23678,0.0479083,2.75001,7.80442,
6.2923,0,-66.4327,2.75,-7.24702,-64.9488,2.75,7.77989,1.37925,2.75,-7.23679,0.0479665,2.75,7.80441,
6.3024,0,-66.4332,2.75,-7.24609,-64.9488,2.75,7.78078,1.37932,2.75,-7.23679,0.0480269,2.75,7.8044,
6.3125,0,-66.4337,2.74999,-7.24515,-64.9489,2.75001,7.78167,1.37938,2.75,-7.23679,0.0480763,2.75,7.8044,
6.3226,0,-66.4341,2.75,-7.24424,-64.9489,2.75,7.78254,1.37942,2.75,-7.23678,0.0481422,2.75001,7.80442,
6.3327,0,-66.4345,2.75,-7.24331,-64.9489,2.75001,7.78343,1.37946,2.75,-7.23678,0.0481923,2.75,7.80442,
6.3428,0,-66.4349,2.75,-7.2424,-64.9489,2.75,7.78429,1.37951,2.75,-7.23678,0.048266,2.75001,7.80442,
6.3529,0,-66.4353,2.75,-7.24149,-64.9489,2.75,7.78517,1.37955,2.75,-7.23681,0.0483484,2.75,7.8044,
6.363,0,-66.4357,2.75,-7.24058,-64.9488,2.75,7.78604,1.37962,2.75,-7.2368,0.048447,2.75,7.80441,
6.3731,0,-66.436,2.75,-7.23968,-64.9488,2.75001,7.7869,1.37971,2.75,-7.23682,0.0485655,2.75,7.80439,
6.3832,0,-66.4363,2.75,-7.2388,-64.9487,2.75,7.78774,1.37983,2.75,-7.23681,0.048715,2.75001,7.80441,
6.3933,0,-66.4367,2.75,-7.2379,-64.9487,2.75001,7.78861,1.37995,2.75,-7.23682,0.048876,2.75,7.8044,
6.4034,0,-66.437,2.75,-7.23702,-64.9486,2.75,7.78945,1.38011,2.75,-7.2368,0.0490544,2.75001,7.80442,
6.4135,0,-66.4373,2.75,-7.23611,-64.9485,2.75,7.79032,1.38029,2.75,-7.23681,0.0492343,2.75,7.80441,
6.4236,0,-66.4376,2.75,-7.2352,-64.9484,2.75,7.79119,1.38047,2.75,-7.2368,0.0494397,2.75,7.80442,
6.4337,0,-66.4379,2.74999,-7.23428,-64.9483,2.75001,7.79207,1.38068,2.75,-7.23678,0.0496442,2.75,7.80444,
6.4438,0,-66.4382,2.75,-7.23337,-64.9482,2.75,7.79294,1.3809,2.75,-7.23676,0.0498522,2.75001,7.80446,
6.4539,0,-66.4385,2.75,-7.23244,-64.9481,2.75001,7.79383,1.38113,2.75,-7.23676,0.0500616,2.75,7.80446,
6.464,0,-66.4389,2.75,-7.23152,-64.9481,2.75,7.7947,1.38136,2.75,-7.23676,0.0502836,2.75001,7.80446,
6.4741,0,-66.4392,2.75,-7.23058,-64.948,2.75,7.79561,1.38159,2.75,-7.23679,0.050496,2.75,7.80442,
6.4842,0,-66.4396,2.75,-7.22963,-64.9479,2.75,7.7965,1.38183,2.75,-7.23681,0.0507027,2.75,7.8044,
6.4943,0,-66.4401,2.75,-7.22869,-64.9479,2.75001,7.7974,1.38203,2.75,-7.23688,0.05079,2.75,7.80432,
6.5044,0,-66.4405,2.75,-7.22776,-64.9479,2.75,7.79828,1.38225,2.75,-7.23696,0.0508696,2.75001,7.80423,
6.5145,0,-66.441,2.75,-7.22681,-64.9479,2.75001,7.79919,1.38246,2.75,-7.2371,0.0509449,2.75,7.80408,
6.5246,0,-66.4415,2.75001,-7.22587,-64.9479,2.75,7.80009,1.38267,2.75,-7.2372,0.050978,2.75,7.80397,
6.5347,0,-66.442,2.75,-7.2249,-64.948,2.75,7.801,1.38287,2.75,-7.23734,0.0509956,2.74999,7.80381,
6.5448,0,-66.4427,2.75,-7.22393,-64.9481,2.75,7.80193,1.38309,2.75,-7.23742,0.0511703,2.74999,7.80372,
6.5549,0,-66.4434,2.74999,-7.22296,-64.9482,2.75001,7.80283,1.38329,2.75,-7.23753,0.0512293,2.75,7.8036,
6.565,0,-66.4443,2.75,-7.22203,-64.9484,2.75,7.80369,1.38351,2.75,-7.23759,0.0514492,2.75,7.80354,
6.5751,0,-66.4452,2.75,-7.22108,-64.9486,2.75001,7.80457,1.38372,2.75,-7.23761,0.0517177,2.75,7.80353,
6.5852,0,-66.446,2.75,-7.22015,-64.9488,2.75,7.80544,1.38393,2.75,-7.23761,0.0519747,2.75001,7.80353,
6.5953,0,-66.4469,2.75,-7.21919,-64.949,2.75,7.80633,1.38412,2.75,-7.23764,0.05222,2.75,7.8035,
6.6054,0,-66.4478,2.75,-7.21824,-64.9492,2.75,7.80721,1.38431,2.75,-7.23765,0.0524454,2.75001,7.8035,
6.6155,0,-66.4487,2.74999,-7.21728,-64.9494,2.75001,7.8081,1.38448,2.75,-7.2377,0.0526463,2.75,7.80345,
6.6256,0,-66.4496,2.75,-7.21635,-64.9496,2.75,7.80897,1.38465,2.75,-7.23775,0.0528459,2.75,7.8034,
6.6357,0,-66.4504,2.75,-7.21537,-64.9498,2.75001,7.80988,1.38481,2.75,-7.2378,0.0530285,2.75,7.80336,
6.6458,0,-66.4511,2.75,-7.21441,-64.95,2.75,7.81078,1.38497,2.75,-7.23783,0.0532043,2.75001,7.80333,
6.6559,0,-66.4517,2.75,-7.21349,-64.9501,2.75,7.81167,1.38511,2.75,-7.23787,0.053368,2.75,7.80329,
6.666,0,-66.4522,2.75,-7.21258,-64.9503,2.75,7.81255,1.38525,2.75,-7.23789,0.0535378,2.75001,7.80327,
6.6761,0,-66.4527,2.74999,-7.21166,-64.9505,2.75001,7.81343,1.38538,2.75,-7.23794,0.0537042,2.75,7.80323,
6.6862,0,-66.4532,2.75,-7.21077,-64.9506,2.75,7.81429,1.3855,2.75,-7.23795,0.0538721,2.75,7.80322,
6.6963,0,-66.4536,2.75,-7.20986,-64.9508,2.75001,7.81517,1.38562,2.75,-7.23796,0.0540553,2.75,7.80321,
6.7064,0,-66.4541,2.75,-7.20897,-64.9509,2.75,7.81602,1.38576,2.75,-7.23796,0.0542551,2.75001,7.80322,
6.7165,0,-66.4545,2.75,-7.20806,-64.9509,2.75,7.8169,1.38586,2.75,-7.23799,0.0544573,2.75,7.8032,
6.7266,0,-66.4548,2.74999,-7.20717,-64.951,2.75,7.81776,1.38597,2.75,-7.23799,0.0546744,2.75001,7.80321,
6.7367,0,-66.4552,2.74999,-7.20627,-64.951,2.75001,7.81862,1.38608,2.75,-7.23802,0.0548897,2.75,7.80319,
6.7468,0,-66.4555,2.75,-7.20541,-64.9511,2.75,7.81946,1.3862,2.75,-7.23805,0.0550937,2.75001,7.80317,
6.7569,0,-66.4559,2.75,-7.20453,-64.9511,2.75001,7.82031,1.38633,2.75,-7.23813,0.0552695,2.75,7.80309,
6.767,0,-66.4562,2.75,-7.20367,-64.9511,2.75,7.82113,1.38649,2.75,-7.23816,0.0554522,2.75,7.80306,
6.7771,0,-66.4565,2.75,-7.20279,-64.9511,2.75,7.82198,1.3866,2.75,-7.23822,0.0556236,2.75,7.803,
6.7872,0,-66.4567,2.74999,-7.20192,-64.951,2.75,7.82282,1.38671,2.75,-7.23827,0.0558066,2.75,7.80297,
6.7973,0,-66.457,2.74999,-7.20104,-64.951,2.75001,7.82367,1.38678,2.75,-7.23831,0.056027,2.75,7.80294,
6.8074,0,-66.4573,2.75,-7.20019,-64.951,2.75,7.82449,1.38683,2.75,-7.23831,0.056263,2.75,7.80295,
6.8175,0,-66.4576,2.75,-7.19931,-64.951,2.75001,7.82535,1.38686,2.75,-7.23831,0.0565058,2.75,7.80297,
6.8276,0,-66.4579,2.75,-7.19845,-64.951,2.75,7.82618,1.3869,2.75,-7.23828,0.0567374,2.75001,7.80302,
6.8377,0,-66.4581,2.75,-7.19756,-64.951,2.75,7.82704,1.38694,2.75,-7.2383,0.0569285,2.75,7.80301,
6.8478,0,-66.4584,2.74999,-7.19668,-64.951,2.75,7.82789,1.38699,2.75,-7.2383,0.0571267,2.75001,7.80302,
6.8579,0,-66.4588,2.74999,-7.19579,-64.951,2.75001,7.82875,1.38703,2.75,-7.23833,0.0573163,2.75,7.80301,
6.868,0,-66.4591,2.75,-7.19492,-64.951,2.75,7.82958,1.38709,2.75,-7.23836,0.0574917,2.75,7.80298,
6.8781,0,-66.4594,2.75,-7.19404,-64.9511,2.75001,7.83044,1.38717,2.75,-7.2384,0.0576044,2.75,7.80295,
6.8882,0,-66.4597,2.75,-7.19317,-64.9511,2.75,7.83128,1.38726,2.75,-7.23846,0.0576052,2.75001,7.80289,
6.8983,0,-66.4601,2.75,-7.19228,-64.9511,2.75,7.83214,1.38736,2.75,-7.23857,0.057596,2.75,7.80277,
6.9084,0,-66.4605,2.74999,-7.19139,-64.9512,2.75,7.83299,1.38746,2.75,-7.23867,0.0575562,2.74999,7.80265,
6.9185,0,-66.4609,2.74999,-7.19049,-64.9513,2.75001,7.83386,1.38758,2.75,-7.23876,0.0575155,2.75,7.80255,
6.9286,0,-66.4612,2.75,-7.18961,-64.9514,2.75,7.83472,1.38769,2.75,-7.23883,0.0575069,2.75001,7.80246,
6.9387,0,-66.4617,2.75,-7.18869,-64.9515,2.75001,7.8356,1.38781,2.75,-7.23893,0.0575815,2.74999,7.80236,
6.9488,0,-66.4621,2.75,-7.18778,-64.9516,2.75,7.83648,1.38794,2.75,-7.23898,0.0577224,2.75001,7.80231,
6.9589,0,-66.4626,2.75,-7.18684,-64.9517,2.75,7.83738,1.38805,2.75,-7.23906,0.0579543,2.75,7.80225,
6.969,0,-66.4631,2.75,-7.18589,-64.9518,2.75,7.8383,1.38819,2.75,-7.23907,0.0582182,2.75,7.80224,
6.9791,0,-66.4635,2.75,-7.18572,-64.9521,2.75001,7.83845,1.38833,2.75,-7.23911,0.0584835,2.75,7.80222,
6.9892,0,-66.4639,2.75,-7.18577,-64.9524,2.75,7.83838,1.38848,2.75,-7.23913,0.0587629,2.75001,7.80221,
6.9993,0,-66.4643,2.74999,-7.1858,-64.9527,2.75001,7.83834,1.38864,2.75,-7.23919,0.0589619,2.75,7.80215,
7.0094,0,-66.4648,2.75,-7.18585,-64.953,2.75,7.83828,1.38883,2.75,-7.23926,0.0591438,2.75,7.80209,
7.0195,0,-66.4652,2.75,-7.18587,-64.9533,2.75001,7.83825,1.38901,2.75,-7.23935,0.0593337,2.75,7.802,
7.0296,0,-66.4656,2.75,-7.1859,-64.9535,2.75,7.8382,1.38921,2.75,-7.23941,0.059483,2.75,7.80193,
7.0397,0,-66.466,2.74999,-7.18585,-64.9537,2.75001,7.83823,1.38941,2.75,-7.23947,0.0597122,2.75,7.80187,
7.0498,0,-66.4663,2.75,-7.18583,-64.9538,2.75,7.83824,1.38962,2.75,-7.2395,0.0599622,2.75001,7.80184,
7.0599,0,-66.4665,2.75,-7.18575,-64.9538,2.74999,7.83829,1.3898,2.75,-7.23956,0.0602637,2.75,7.80179,
7.07,0,-66.4668,2.74999,-7.18565,-64.9539,2.75,7.83837,1.38998,2.75,-7.23957,0.0606147,2.75001,7.8018,
7.0801,0,-66.467,2.75,-7.18556,-64.9539,2.75001,7.83843,1.39015,2.75,-7.2396,0.060953,2.75,7.80179,
7.0902,0,-66.4673,2.75,-7.18547,-64.9539,2.74999,7.8385,1.39035,2.75,-7.23959,0.0612856,2.75001,7.80181,
7.1003,0,-66.4675,2.74999,-7.18534,-64.9539,2.75001,7.83861,1.39054,2.75,-7.2396,0.0615964,2.75,7.80181,
7.1104,0,-66.4677,2.75001,-7.18526,-64.954,2.75,7.83868,1.39072,2.75,-7.23961,0.0619094,2.75,7.80181,
7.1205,0,-66.4679,2.74999,-7.18509,-64.954,2.75,7.83882,1.39091,2.75,-7.23962,0.0622053,2.75,7.80181,
7.1306,0,-66.4681,2.75,-7.18497,-64.954,2.75,7.83893,1.39109,2.75,-7.23963,0.0624835,2.75001,7.80181,
7.1407,0,-66.4683,2.75,-7.18484,-64.954,2.74999,7.83903,1.39124,2.75,-7.23965,0.0627321,2.75,7.80179,
7.1508,0,-66.4685,2.74999,-7.18467,-64.954,2.75,7.83918,1.39139,2.75,-7.23972,0.0629293,2.75,7.80173,
7.1609,0,-66.4687,2.75,-7.18454,-64.954,2.75001,7.8393,1.39154,2.75,-7.23977,0.0630779,2.75,7.80168,
7.171,0,-66.4689,2.75,-7.18441,-64.954,2.74999,7.8394,1.39167,2.75,-7.23982,0.0632115,2.75001,7.80163,
7.1811,0,-66.4691,2.74999,-7.18425,-64.954,2.75001,7.83955,1.39177,2.75,-7.23989,0.0633407,2.75,7.80156,
7.1912,0,-66.4693,2.75001,-7.18414,-64.954,2.75,7.83964,1.39183,2.75,-7.23992,0.0634631,2.75001,7.80154,
7.2013,0,-66.4694,2.74999,-7.18397,-64.954,2.75,7.83979,1.39185,2.75,-7.23997,0.0635848,2.75,7.80149,
7.2114,0,-66.4696,2.75,-7.18385,-64.954,2.75,7.83989,1.39186,2.75,-7.23998,0.0637048,2.75001,7.8015,
7.2215,0,-66.4697,2.75,-7.18372,-64.9539,2.74999,7.84001,1.39185,2.75,-7.24,0.0638086,2.75,7.80149,
7.2316,0,-66.4699,2.74999,-7.18356,-64.9539,2.75,7.84015,1.39185,2.75,-7.24002,0.0639013,2.75,7.80147,
7.2417,0,-66.47,2.75,-7.18343,-64.9539,2.75001,7.84026,1.39186,2.75,-7.24005,0.0639905,2.75,7.80146,
7.2518,0,-66.4701,2.75,-7.1833,-64.9539,2.74999,7.84039,1.39186,2.75,-7.24006,0.0640857,2.75001,7.80145,
7.2619,0,-66.4703,2.74999,-7.18313,-64.954,2.75001,7.84054,1.39189,2.75,-7.24009,0.0641667,2.75,7.80142,
7.272,0,-66.4704,2.75001,-7.18303,-64.954,2.75,7.84064,1.39194,2.75,-7.24014,0.0642572,2.75001,7.80138,
7.2821,0,-66.4705,2.74999,-7.18287,-64.954,2.75,7.84079,1.39196,2.75,-7.24022,0.0643547,2.75,7.80131,
7.2922,0,-66.4706,2.75,-7.18275,-64.9541,2.75,7.8409,1.39202,2.75,-7.24027,0.0644489,2.75,7.80126,
7.3023,0,-66.4707,2.75,-7.18264,-64.9541,2.74999,7.841,1.3921,2.75,-7.24035,0.0645478,2.75,7.80118,
7.3124,0,-66.4709,2.74999,-7.1825,-64.9541,2.75,7.84114,1.39219,2.75,-7.24039,0.0646552,2.75001,7.80114,
7.3225,0,-66.471,2.75,-7.18239,-64.9542,2.75001,7.84124,1.39227,2.75,-7.24046,0.0647671,2.75,7.80107,
7.3326,0,-66.4711,2.75,-7.18228,-64.9542,2.74999,7.84134,1.3924,2.75,-7.24049,0.0648755,2.75001,7.80104,
7.3427,0,-66.4712,2.75,-7.1822,-64.9543,2.74999,7.84142,1.39254,2.75,-7.24055,0.0649868,2.75,7.80098,
7.3528,0,-66.4713,2.75,-7.1821,-64.9545,2.75,7.84153,1.3927,2.75,-7.24059,0.0651303,2.75,7.80094,
7.3629,0,-66.4715,2.75,-7.18202,-64.9547,2.75,7.84161,1.39289,2.75,-7.24063,0.0652796,2.75,7.8009,
7.373,0,-66.4716,2.74999,-7.18192,-64.9549,2.75,7.84172,1.3931,2.75,-7.24066,0.0654496,2.75001,7.80086,
7.3831,0,-66.4718,2.75,-7.18184,-64.9551,2.75,7.8418,1.39333,2.75,-7.2407,0.0656486,2.75,7.80082,
7.3932,0,-66.472,2.75,-7.18177,-64.9553,2.74999,7.84187,1.39358,2.75,-7.24075,0.0658741,2.75001,7.80077,
7.4033,0,-66.4722,2.75,-7.18165,-64.9555,2.75001,7.84198,1.39383,2.75,-7.24083,0.0661147,2.75,7.80069,
7.4134,0,-66.4723,2.75,-7.18157,-64.9557,2.75,7.84207,1.39411,2.75,-7.24087,0.0663645,2.75001,7.80064,
7.4235,0,-66.4726,2.75,-7.18146,-64.9559,2.75001,7.84218,1.39439,2.75,-7.24096,0.0666069,2.75,7.80055,
7.4336,0,-66.4727,2.75,-7.1814,-64.9561,2.74999,7.84225,1.39469,2.75,-7.24102,0.0668605,2.75001,7.80049,
7.4437,0,-66.473,2.75,-7.18128,-64.9564,2.75,7.84237,1.39497,2.75,-7.2411,0.0671584,2.75,7.80041,
7.4538,0,-66.4732,2.75,-7.18117,-64.9566,2.75,7.84248,1.39525,2.75,-7.24114,0.0674548,2.75,7.80036,
7.4639,0,-66.4734,2.74999,-7.18103,-64.9568,2.75001,7.84262,1.39551,2.75,-7.24119,0.0677505,2.75,7.80032,
7.474,0,-66.4736,2.75,-7.18093,-64.9571,2.75,7.84273,1.39575,2.75,-7.24121,0.0680434,2.75001,7.80031,
7.4841,0,-66.4738,2.75,-7.18083,-64.9573,2.74999,7.84283,1.39597,2.75,-7.24125,0.068303,2.75,7.80027,
7.4942,0,-66.4741,2.75,-7.18069,-64.9576,2.75,7.84297,1.39617,2.75,-7.24125,0.0685525,2.75001,7.80027,
7.5043,0,-66.4743,2.75,-7.18058,-64.9578,2.75,7.84308,1.39632,2.75,-7.24127,0.0687828,2.75,7.80026,
7.5144,0,-66.4745,2.74999,-7.18044,-64.9581,2.75,7.84322,1.39646,2.75,-7.2413,0.0690053,2.75,7.80024,
7.5245,0,-66.4748,2.75,-7.18033,-64.9584,2.75,7.84334,1.39659,2.75,-7.24133,0.069198,2.75,7.80021,
7.5346,0,-66.475,2.75,-7.18022,-64.9587,2.74999,7.84345,1.39668,2.75,-7.24136,0.0694014,2.75001,7.80019,
7.5447,0,-66.4753,2.75,-7.18007,-64.959,2.75001,7.84361,1.39675,2.75,-7.24141,0.0695808,2.75,7.80016,
7.5548,0,-66.4755,2.75,-7.17995,-64.9592,2.75,7.84373,1.39684,2.75,-7.24152,0.0696895,2.74999,7.80005,
7.5649,0,-66.4757,2.75,-7.1798,-64.9595,2.75001,7.84388,1.39693,2.75,-7.24159,0.0697593,2.74999,7.79997,
7.575,0,-66.476,2.75,-7.1797,-64.9598,2.74999,7.84399,1.39702,2.75,-7.24164,0.0698541,2.75001,7.79993,
7.5851,0,-66.4762,2.75,-7.17955,-64.9601,2.75,7.84414,1.39707,2.75,-7.24174,0.0699623,2.74999,7.79983,
7.5952,0,-66.4764,2.75,-7.17944,-64.9604,2.75,7.84426,1.39711,2.75,-7.24175,0.0701121,2.75001,7.79983,
7.6053,0,-66.4766,2.74999,-7.17928,-64.9606,2.75001,7.84442,1.3971,2.75,-7.24178,0.0702657,2.75,7.79981,
7.6154,0,-66.4768,2.75,-7.17918,-64.9609,2.75,7.84453,1.3971,2.75,-7.24179,0.0703987,2.75,7.79982,
7.6255,0,-66.477,2.75,-7.17907,-64.9611,2.74999,7.84464,1.3971,2.75,-7.24181,0.0705259,2.75,7.7998,
7.6356,0,-66.4772,2.75,-7.17893,-64.9613,2.75,7.84478,1.39711,2.75,-7.24182,0.0706499,2.75001,7.79981,
7.6457,0,-66.4773,2.75,-7.17883,-64.9614,2.75,7.84489,1.3971,2.75,-7.24186,0.0707583,2.75,7.79978,
