Time,FP_RearLeft_Fx,FP_RearLeft_Fy,FP_RearLeft_Fz,
0.0101,1.06866e-11,-27.2472,0,
0.0202,1.06866e-11,26.6254,0,
0.0303,1.06866e-11,80.2608,0,
0.0404,1.06866e-11,131.065,0,
0.0505,1.06866e-11,178.848,0,
0.0606,1.06866e-11,223.743,0,
0.0707,1.06866e-11,265.919,0,
0.0808,1.06866e-11,305.539,0,
0.0909,1.06866e-11,342.758,0,
0.101,1.06866e-11,377.721,0,
0.1111,1.06866e-11,410.566,0,
0.1212,1.06866e-11,441.42,0,
0.1313,1.06866e-11,470.405,0,
0.1414,1.06866e-11,497.633,0,
0.1515,1.06866e-11,523.211,0,
0.1616,1.06866e-11,547.238,0,
0.1717,1.06866e-11,569.81,0,
0.1818,1.06866e-11,591.014,0,
0.1919,1.06866e-11,610.933,0,
0.202,1.06866e-11,629.644,0,
0.2121,1.06866e-11,647.222,0,
0.2222,1.06866e-11,663.735,0,
0.2323,1.06866e-11,679.247,0,
0.2424,1.06866e-11,693.818,0,
0.2525,1.06866e-11,707.507,0,
0.2626,1.06866e-11,720.366,0,
0.2727,1.06866e-11,732.446,0,
0.2828,1.06866e-11,743.794,0,
0.2929,1.06866e-11,754.454,0,
0.303,1.06866e-11,764.468,0,
0.3131,1.06866e-11,773.876,0,
0.3232,1.06866e-11,782.713,0,
0.3333,1.06866e-11,791.014,0,
0.3434,3.12467,825.299,0.0857878,
0.3535,3.58947,836.565,0.0985489,
0.3636,3.46245,842.37,0.0950615,
0.3737,3.26514,847.163,0.0896444,
0.3838,3.46639,855.254,0.0117395,
0.3939,3.39551,861.449,-0.152176,
0.404,3.20338,865.421,-0.173074,
0.4141,2.84702,870.022,-0.138433,
0.4242,2.52037,874.177,-0.12199,
0.4343,2.22349,877.986,-0.110227,
0.4444,1.96137,881.435,-0.100837,
0.4545,1.73225,884.549,-0.0929368,
0.4646,1.50158,887.605,-0.0851308,
0.4747,1.27311,890.57,-0.0769238,
0.4848,1.06966,893.265,-0.0690604,
0.4949,0.870047,895.867,-0.0608078,
0.505,0.700809,898.165,-0.053358,
0.5151,0.552722,900.241,-0.0485178,
0.5252,0.408597,902.241,-0.0463157,
0.5353,0.267925,904.167,-0.046105,
0.5454,0.129722,906.03,-0.0473797,
0.5555,0.0122075,907.686,-0.0486739,
0.5656,-0.0987827,909.245,-0.0494634,
0.5757,-0.203219,910.707,-0.0486753,
0.5858,-0.29887,912.056,-0.0463468,
0.5959,-0.388562,913.318,-0.0426891,
0.606,-0.472223,914.495,-0.0376694,
0.6161,-0.54747,915.572,-0.0319098,
0.6262,-0.618733,916.589,-0.0266599,
0.6363,-0.688257,917.568,-0.0228337,
0.6464,-0.754674,918.501,-0.0213394,
0.6565,-0.817494,919.39,-0.02287,
0.6666,-0.877939,920.247,-0.027196,
0.6767,-0.934297,921.056,-0.0329426,
0.6868,-0.986937,921.808,-0.0361299,
0.6969,-1.01112,922.495,-0.0272791,
0.707,-0.946921,923.195,-0.0375357,
0.7171,-0.825984,923.904,-0.0441891,
0.7272,-0.701106,924.594,-0.0428036,
0.7373,-0.589654,925.237,-0.0322971,
0.7474,-0.502102,925.823,-0.00458344,
0.7575,-0.405994,926.381,0.0156793,
0.7676,-0.299159,926.914,0.00382697,
0.7777,-0.198802,927.415,-0.00910996,
0.7878,-0.0971074,927.89,-0.0241651,
0.7979,0.016305,928.351,-0.0294854,
0.808,0.126882,928.785,-0.0247799,
0.8181,0.230651,929.189,-0.0207644,
0.8282,0.327696,929.569,-0.0161342,
0.8383,0.417615,929.918,-0.00977197,
0.8484,0.503201,930.249,-0.00788339,
0.8585,0.583484,930.562,-0.008424,
0.8686,0.659169,930.857,-0.0088252,
0.8787,0.73054,931.136,-0.00898074,
0.8888,0.797584,931.396,-0.0086935,
0.8989,0.860703,931.641,-0.00812179,
0.909,0.918933,931.863,0.0037377,
0.9191,0.962455,932.071,0.0201948,
0.9292,0.991135,932.262,0.0545033,
0.9393,1.01247,932.439,0.0790626,
0.9494,1.03101,932.607,0.0986422,
0.9595,1.03878,932.755,0.117782,
0.9696,1.02878,932.887,0.127029,
0.9797,1.00632,933.006,0.116516,
0.9898,0.985161,933.106,0.104848,
0.9999,0.963521,933.216,0.0874882,
1.01,0.936308,933.305,0.104823,
1.0201,0.906603,933.397,0.120903,
1.0302,0.878155,933.474,0.159245,
1.0403,0.854581,933.555,0.186119,
1.0504,0.82747,933.627,0.169736,
1.0605,0.811987,933.702,0.157092,
1.0706,0.793037,933.763,0.140622,
1.0807,0.783937,933.83,0.150216,
1.0908,0.782941,933.902,0.139707,
1.1009,0.783728,933.974,0.135746,
1.111,0.794487,934.04,0.14513,
1.1211,0.814824,934.108,0.152781,
1.1312,0.834603,934.173,0.151817,
1.1413,0.861197,934.236,0.15788,
1.1514,0.887765,934.298,0.160812,
1.1615,0.921313,934.36,0.164989,
1.1716,0.962248,934.422,0.182412,
1.1817,1.00145,934.483,0.197778,
1.1918,1.04129,934.538,0.218828,
1.2019,1.075,934.588,0.240438,
1.212,1.10224,934.631,0.251771,
1.2221,1.12359,934.671,0.259576,
1.2322,1.14669,934.706,0.266917,
1.2423,1.16628,934.741,0.288714,
1.2524,1.17276,934.768,0.307409,
1.2625,1.17759,934.793,0.317208,
1.2726,1.17306,934.809,0.322651,
1.2827,1.16265,934.821,0.330011,
1.2928,1.14396,934.83,0.324823,
1.3029,1.12355,934.833,0.312612,
1.313,1.10251,934.838,0.301232,
1.3231,1.07426,934.84,0.284171,
1.3332,1.04802,934.839,0.268508,
1.3433,1.01798,934.838,0.25097,
1.3534,0.992528,934.839,0.23577,
1.3635,0.966347,934.841,0.223391,
1.3736,0.939333,934.833,0.211128,
1.3837,0.92181,934.837,0.200966,
1.3938,0.907082,934.846,0.198996,
1.4039,0.899078,934.851,0.205476,
1.414,0.888002,934.857,0.200549,
1.4241,0.89361,934.871,0.186158,
1.4342,0.897046,934.884,0.182759,
1.4443,0.903416,934.898,0.174931,
1.4544,0.913515,934.912,0.167632,
1.4645,0.933871,934.931,0.166789,
1.4746,0.957933,934.952,0.175135,
1.4847,0.978818,934.971,0.183854,
1.4948,1.00378,934.991,0.187001,
1.5049,1.02939,935.011,0.195567,
1.515,1.05391,935.029,0.201965,
1.5251,1.07392,935.045,0.200767,
1.5352,1.08946,935.058,0.201045,
1.5453,1.10354,935.068,0.2087,
1.5554,1.116,935.077,0.217478,
1.5655,1.11979,935.083,0.226607,
1.5756,1.12305,935.087,0.2343,
1.5857,1.11943,935.089,0.234753,
1.5958,1.11047,935.085,0.223255,
1.6059,1.09384,935.079,0.216915,
1.616,1.0808,935.077,0.2153,
1.6261,1.05767,935.061,0.217259,
1.6362,1.04314,935.061,0.200285,
1.6463,1.01827,935.049,0.185476,
1.6564,0.989351,935.036,0.187635,
1.6665,0.966516,935.022,0.185246,
1.6766,0.943026,935.013,0.182297,
1.6867,0.928885,935.005,0.174433,
1.6968,0.910163,934.996,0.174298,
1.7069,0.900229,934.999,0.162115,
1.717,0.886413,934.985,0.167648,
1.7271,0.884928,934.993,0.151004,
1.7372,0.878009,934.988,0.158964,
1.7473,0.880145,934.995,0.152633,
1.7574,0.883836,935.001,0.152321,
1.7675,0.898125,935.01,0.152828,
1.7776,0.907942,935.018,0.152909,
1.7877,0.920238,935.027,0.149915,
1.7978,0.938427,935.042,0.157535,
1.8079,0.961862,935.053,0.166523,
1.818,0.982934,935.067,0.182665,
1.8281,1.00154,935.079,0.186254,
1.8382,1.02084,935.089,0.181114,
1.8483,1.03778,935.099,0.183405,
1.8584,1.04972,935.106,0.189999,
1.8685,1.05845,935.11,0.192358,
1.8786,1.06653,935.114,0.201115,
1.8887,1.07533,935.12,0.208221,
1.8988,1.07361,935.119,0.215022,
1.9089,1.07238,935.119,0.204834,
1.919,1.05801,935.107,0.214091,
1.9291,1.04722,935.102,0.195889,
1.9392,1.02514,935.088,0.201058,
1.9493,1.01243,935.084,0.178982,
1.9594,0.995589,935.077,0.182224,
1.9695,0.972057,935.068,0.172862,
1.9796,0.948677,935.053,0.171123,
1.9897,0.9277,935.046,0.170892,
1.9998,0.908621,935.032,0.169129,
2.0099,0.897101,935.038,0.145078,
2.02,0.877814,935.017,0.12117,
2.0301,0.866928,935.014,0.110381,
2.0402,0.859284,935.013,0.0940965,
2.0503,0.857442,935.014,0.0911301,
2.0604,0.858523,935.012,0.0849236,
2.0705,0.8621,935.022,0.0743643,
2.0806,0.86629,935.021,0.0827713,
2.0907,0.877923,935.028,0.090806,
2.1008,0.893899,935.038,0.108761,
2.1109,0.911655,935.049,0.118104,
2.121,0.928501,935.06,0.133538,
2.1311,0.944748,935.069,0.136899,
2.1412,0.964645,935.079,0.149321,
2.1513,0.978824,935.087,0.155127,
2.1614,0.994014,935.095,0.158833,
2.1715,1.00659,935.102,0.16833,
2.1816,1.01975,935.107,0.173398,
2.1917,1.03054,935.112,0.192277,
2.2018,1.03257,935.112,0.191953,
2.2119,1.03292,935.111,0.18964,
2.222,1.03053,935.11,0.200187,
2.2321,1.0277,935.109,0.202288,
2.2422,1.01872,935.1,0.199098,
2.2523,1.00603,935.093,0.200714,
2.2624,0.997257,935.091,0.201931,
2.2725,0.979252,935.083,0.208679,
2.2826,0.957995,935.07,0.207767,
2.2927,0.94017,935.063,0.205283,
2.3028,0.925018,935.053,0.201923,
2.3129,0.909456,935.048,0.19676,
2.323,0.886273,935.036,0.197274,
2.3331,0.871471,935.03,0.194783,
2.3432,0.86691,935.033,0.183387,
2.3533,0.851745,935.019,0.16747,
2.3634,0.847964,935.021,0.150067,
2.3735,0.845016,935.022,0.134425,
2.3836,0.843481,935.023,0.136903,
2.3937,0.848403,935.026,0.13748,
2.4038,0.851271,935.028,0.127369,
2.4139,0.861268,935.035,0.1216,
2.424,0.875102,935.042,0.118227,
2.4341,0.886161,935.048,0.134157,
2.4442,0.903333,935.059,0.14787,
2.4543,0.919626,935.069,0.152919,
2.4644,0.934635,935.077,0.159638,
2.4745,0.949096,935.084,0.156017,
2.4846,0.954682,935.087,0.151995,
2.4947,0.965238,935.091,0.158842,
2.5048,0.977108,935.097,0.167325,
2.5149,0.984999,935.102,0.180727,
2.525,0.991334,935.105,0.195904,
2.5351,0.988599,935.103,0.19434,
2.5452,0.983344,935.097,0.195559,
2.5553,0.975656,935.095,0.184859,
2.5654,0.961766,935.087,0.184618,
2.5755,0.951255,935.083,0.179569,
2.5856,0.942488,935.083,0.180466,
2.5957,0.926279,935.067,0.184484,
2.6058,0.911031,935.066,0.17666,
2.6159,0.89366,935.053,0.167306,
2.626,0.875803,935.046,0.165437,
2.6361,0.857841,935.039,0.163937,
2.6462,0.840567,935.026,0.158599,
2.6563,0.837563,935.034,0.138681,
2.6664,0.827435,935.026,0.134068,
2.6765,0.824018,935.028,0.142168,
2.6866,0.815271,935.022,0.13694,
2.6967,0.817043,935.024,0.13256,
2.7068,0.815553,935.022,0.138006,
2.7169,0.817812,935.027,0.134318,
2.727,0.826023,935.028,0.137088,
2.7371,0.831142,935.032,0.143183,
2.7472,0.846463,935.041,0.13641,
2.7573,0.857083,935.05,0.145404,
2.7674,0.870542,935.058,0.156712,
2.7775,0.888554,935.067,0.173438,
2.7876,0.899981,935.073,0.188284,
2.7977,0.909216,935.077,0.191394,
2.8078,0.913802,935.08,0.181816,
2.8179,0.920008,935.08,0.182339,
2.828,0.927682,935.086,0.186229,
2.8381,0.933531,935.089,0.176212,
2.8482,0.934116,935.09,0.182549,
2.8583,0.934566,935.091,0.198973,
2.8684,0.929627,935.086,0.211142,
2.8785,0.926577,935.086,0.211598,
2.8886,0.919767,935.079,0.209137,
2.8987,0.906876,935.073,0.202851,
2.9088,0.896441,935.066,0.197051,
2.9189,0.884728,935.064,0.193913,
2.929,0.87716,935.061,0.193532,
2.9391,0.860627,935.048,0.193134,
2.9492,0.847083,935.046,0.186462,
2.9593,0.835157,935.037,0.185112,
2.9694,0.826412,935.036,0.188189,
2.9795,0.819913,935.033,0.194592,
2.9896,0.816695,935.032,0.189822,
2.9997,0.817576,935.034,0.186757,
3.0098,0.807394,935.025,0.186913,
3.0199,0.809912,935.03,0.166479,
3.03,0.810098,935.034,0.15784,
3.0401,0.817799,935.036,0.164106,
3.0502,0.823575,935.042,0.16343,
3.0603,0.825252,935.039,0.15592,
3.0704,0.835214,935.048,0.148149,
3.0805,0.84505,935.055,0.153401,
3.0906,0.859036,935.062,0.161367,
3.1007,0.866799,935.067,0.162744,
3.1108,0.87083,935.068,0.150893,
3.1209,0.875331,935.071,0.149291,
3.131,0.882618,935.078,0.161136,
3.1411,0.890234,935.081,0.168713,
3.1512,0.892374,935.082,0.18845,
3.1613,0.892957,935.083,0.177759,
3.1714,0.891173,935.082,0.175679,
3.1815,0.894688,935.086,0.18301,
3.1916,0.890161,935.079,0.187517,
3.2017,0.880356,935.081,0.180994,
3.2118,0.87766,935.073,0.176452,
3.2219,0.863925,935.067,0.168504,
3.232,0.851282,935.061,0.15647,
3.2421,0.843553,935.059,0.147142,
3.2522,0.832555,935.055,0.150596,
3.2623,0.8248,935.048,0.148937,
3.2724,0.813151,935.044,0.139634,
3.2825,0.811895,935.041,0.128513,
3.2926,0.804056,935.04,0.123076,
3.3027,0.795523,935.037,0.116988,
3.3128,0.794237,935.038,0.105861,
3.3229,0.787,935.031,0.119576,
3.333,0.786725,935.033,0.113517,
3.3431,0.784154,935.034,0.118489,
