Time,FP_FrontLeft_Fx,FP_FrontLeft_Fy,FP_FrontLeft_Fz,
0.0101,-1.06866e-11,-27.2472,0,
0.0202,-1.06866e-11,26.6254,0,
0.0303,-1.06866e-11,80.2608,0,
0.0404,-1.06866e-11,131.065,0,
0.0505,-1.06866e-11,178.848,0,
0.0606,-1.06866e-11,223.743,0,
0.0707,-1.06866e-11,265.919,0,
0.0808,-1.06866e-11,305.539,0,
0.0909,-1.06866e-11,342.758,0,
0.101,-1.06866e-11,377.721,0,
0.1111,-1.06866e-11,410.566,0,
0.1212,-1.06866e-11,441.42,0,
0.1313,-1.06866e-11,470.405,0,
0.1414,-1.06866e-11,497.633,0,
0.1515,-1.06866e-11,523.211,0,
0.1616,-1.06866e-11,547.238,0,
0.1717,-1.06866e-11,569.81,0,
0.1818,-1.06866e-11,591.014,0,
0.1919,-1.06866e-11,610.933,0,
0.202,-1.06866e-11,629.644,0,
0.2121,-1.06866e-11,647.222,0,
0.2222,-1.06866e-11,663.735,0,
0.2323,-1.06866e-11,679.247,0,
0.2424,-1.06866e-11,693.818,0,
0.2525,-1.06866e-11,707.507,0,
0.2626,-1.06866e-11,720.366,0,
0.2727,-1.06866e-11,732.446,0,
0.2828,-1.06866e-11,743.794,0,
0.2929,-1.06866e-11,754.454,0,
0.303,-1.06866e-11,764.468,0,
0.3131,-1.06866e-11,773.876,0,
0.3232,-1.06866e-11,782.713,0,
0.3333,-1.06866e-11,791.014,0,
0.3434,2.95903,824.004,0.0493869,
0.3535,2.80616,839.736,0.17814,
0.3636,2.36403,848.052,0.184519,
0.3737,1.99698,854.276,0.166727,
0.3838,1.59353,860.403,0.143442,
0.3939,1.22061,866.081,0.121934,
0.404,0.88399,871.307,0.105719,
0.4141,0.600996,875.967,0.0929937,
0.4242,0.345932,880.263,0.0822768,
0.4343,0.111902,884.256,0.0745214,
0.4444,-0.106024,887.987,0.0752088,
0.4545,-0.317977,891.533,0.0908404,
0.4646,-0.448628,894.351,0.105904,
0.4747,-0.542589,896.87,0.145742,
0.4848,-0.470407,899.231,0.201761,
0.4949,-0.363704,901.2,0.205115,
0.505,-0.240165,903.192,0.194469,
0.5151,-0.0990824,905.271,0.180359,
0.5252,0.0418792,907.31,0.159634,
0.5353,0.170773,909.218,0.13093,
0.5454,0.291319,911.03,0.0954232,
0.5555,0.425141,912.911,0.0591408,
0.5656,0.561999,914.771,0.028528,
0.5757,0.681287,916.402,0.0128833,
0.5858,0.791684,917.834,0.0269886,
0.5959,0.777619,919.094,0.128716,
0.606,0.650938,920.347,0.18284,
0.6161,0.460598,921.622,0.196215,
0.6262,0.253556,922.889,0.174973,
0.6363,0.0581965,924.097,0.135132,
0.6464,-0.1239,925.241,0.0923629,
0.6565,-0.294983,926.31,0.0575884,
0.6666,-0.457378,927.306,0.032371,
0.6767,-0.611145,928.224,0.0181262,
0.6868,-0.753869,929.046,0.0170312,
0.6969,-0.885781,929.785,0.0305407,
0.707,-1.00664,930.455,0.0600549,
0.7171,-1.11051,931.061,0.100613,
0.7272,-1.16706,931.65,0.109401,
0.7373,-1.19912,932.198,0.106698,
0.7474,-1.22824,932.706,0.107025,
0.7575,-1.24398,933.177,0.106636,
0.7676,-1.24291,933.6,0.105331,
0.7777,-1.22843,933.986,0.103031,
0.7878,-1.20022,934.324,0.102331,
0.7979,-1.16342,934.626,0.101738,
0.808,-1.12476,934.913,0.0966967,
0.8181,-1.08052,935.17,0.0935828,
0.8282,-1.0357,935.41,0.090169,
0.8383,-0.99489,935.635,0.0844987,
0.8484,-0.957181,935.847,0.0776112,
0.8585,-0.925521,936.046,0.0716331,
0.8686,-0.894311,936.219,0.0668899,
0.8787,-0.868641,936.394,0.0602815,
0.8888,-0.846123,936.56,0.0563987,
0.8989,-0.830306,936.726,0.0541306,
0.909,-0.819675,936.887,0.0531529,
0.9191,-0.815496,937.041,0.0506611,
0.9292,-0.820975,937.195,0.0490404,
0.9393,-0.837725,937.349,0.0495478,
0.9494,-0.864432,937.507,0.0477051,
0.9595,-0.89806,937.671,0.0444163,
0.9696,-0.933433,937.822,0.0436928,
0.9797,-0.974456,937.977,0.042537,
0.9898,-1.01951,938.133,0.0405253,
0.9999,-1.06322,938.281,0.037333,
1.01,-1.10579,938.423,0.0349944,
1.0201,-1.14579,938.552,0.0349024,
1.0302,-1.18509,938.682,0.0314929,
1.0403,-1.2224,938.804,0.0286895,
1.0504,-1.25265,938.913,0.0250251,
1.0605,-1.27711,939.011,0.023089,
1.0706,-1.29462,939.098,0.0203284,
1.0807,-1.30523,939.176,0.0165624,
1.0908,-1.3062,939.234,0.0164171,
1.1009,-1.29907,939.281,0.0136787,
1.111,-1.28773,939.322,0.0117262,
1.1211,-1.27372,939.356,0.0094655,
1.1312,-1.25529,939.384,0.00694532,
1.1413,-1.23249,939.401,0.00591373,
1.1514,-1.20696,939.41,0.00468489,
1.1615,-1.17875,939.413,0.00397393,
1.1716,-1.1509,939.414,0.0039326,
1.1817,-1.12175,939.413,0.00344837,
1.1918,-1.09613,939.413,0.00348242,
1.2019,-1.07125,939.412,0.0040279,
1.212,-1.04927,939.411,0.00569443,
1.2221,-1.03295,939.418,0.00697024,
1.2322,-1.02129,939.426,0.00755091,
1.2423,-1.01584,939.44,0.00830831,
1.2524,-1.01517,939.458,0.00877811,
1.2625,-1.02099,939.481,0.00959022,
1.2726,-1.03326,939.514,0.00895569,
1.2827,-1.04864,939.548,0.00878695,
1.2928,-1.06902,939.588,0.00901311,
1.3029,-1.09222,939.63,0.00849102,
1.313,-1.11826,939.674,0.00732052,
1.3231,-1.14586,939.72,0.00656407,
1.3332,-1.1724,939.761,0.00702825,
1.3433,-1.19995,939.805,0.005936,
1.3534,-1.2255,939.849,0.00423486,
1.3635,-1.24766,939.885,0.0038302,
1.3736,-1.26671,939.918,0.00379292,
1.3837,-1.28092,939.944,0.00262563,
1.3938,-1.29267,939.971,-0.000125235,
1.4039,-1.29672,939.984,-0.00028386,
1.414,-1.29676,939.994,-0.00126289,
1.4241,-1.29319,939.999,-0.00338095,
1.4342,-1.28308,939.998,-0.00472862,
1.4443,-1.2703,939.989,-0.00482543,
1.4544,-1.25289,939.976,-0.00488955,
1.4645,-1.23293,939.962,-0.00698554,
1.4746,-1.20947,939.94,-0.00632268,
1.4847,-1.1852,939.918,-0.00704355,
1.4948,-1.15976,939.894,-0.00630828,
1.5049,-1.13673,939.874,-0.00771804,
1.515,-1.11504,939.853,-0.00751737,
1.5251,-1.09498,939.835,-0.00650041,
1.5352,-1.07879,939.82,-0.00634135,
1.5453,-1.06572,939.809,-0.00612257,
1.5554,-1.05665,939.802,-0.00595674,
1.5655,-1.05203,939.798,-0.00514979,
1.5756,-1.05259,939.8,-0.00468421,
1.5857,-1.05747,939.809,-0.0046614,
1.5958,-1.06685,939.822,-0.00430775,
1.6059,-1.08056,939.841,-0.00438486,
1.616,-1.09692,939.861,-0.00459918,
1.6261,-1.11643,939.887,-0.00603383,
1.6362,-1.13816,939.914,-0.00611209,
1.6463,-1.16035,939.94,-0.00606109,
1.6564,-1.18262,939.969,-0.00701904,
1.6665,-1.20195,939.992,-0.00609317,
1.6766,-1.22047,940.014,-0.00605097,
1.6867,-1.23828,940.039,-0.00690034,
1.6968,-1.25085,940.057,-0.00695566,
1.7069,-1.26104,940.07,-0.00686275,
1.717,-1.26638,940.079,-0.00711283,
1.7271,-1.26985,940.085,-0.00864399,
1.7372,-1.26669,940.085,-0.0082671,
1.7473,-1.26338,940.082,-0.00910095,
1.7574,-1.25362,940.075,-0.00987147,
1.7675,-1.2421,940.064,-0.0122635,
1.7776,-1.22511,940.045,-0.0117806,
1.7877,-1.20669,940.028,-0.0118744,
1.7978,-1.18734,940.008,-0.011503,
1.8079,-1.16519,939.984,-0.0125548,
1.818,-1.14515,939.961,-0.0124603,
1.8281,-1.12373,939.937,-0.0123644,
1.8382,-1.10796,939.918,-0.0119991,
1.8483,-1.09249,939.906,-0.0115256,
1.8584,-1.07915,939.892,-0.0122355,
1.8685,-1.06852,939.877,-0.00999984,
1.8786,-1.06119,939.869,-0.0110337,
1.8887,-1.06019,939.866,-0.0105793,
1.8988,-1.06245,939.871,-0.00950842,
1.9089,-1.0686,939.876,-0.00919722,
1.919,-1.07656,939.887,-0.00865114,
1.9291,-1.08864,939.9,-0.00947722,
1.9392,-1.10097,939.915,-0.00848468,
1.9493,-1.11991,939.94,-0.00956827,
1.9594,-1.13764,939.96,-0.00936849,
1.9695,-1.15643,939.984,-0.0108637,
1.9796,-1.17259,940,-0.00959722,
1.9897,-1.19068,940.023,-0.0119897,
1.9998,-1.20716,940.044,-0.0118062,
2.0099,-1.22075,940.062,-0.0127418,
2.02,-1.23088,940.074,-0.0135,
2.0301,-1.23716,940.082,-0.013362,
2.0402,-1.24052,940.085,-0.0136496,
2.0503,-1.24159,940.091,-0.0141754,
2.0604,-1.23857,940.09,-0.0146433,
2.0705,-1.23031,940.082,-0.014397,
2.0806,-1.22106,940.072,-0.0145519,
2.0907,-1.20665,940.055,-0.013961,
2.1008,-1.19331,940.043,-0.015416,
2.1109,-1.17569,940.021,-0.0136118,
2.121,-1.15892,940.004,-0.0145783,
2.1311,-1.1406,939.982,-0.0141601,
2.1412,-1.12419,939.963,-0.0144705,
2.1513,-1.10852,939.947,-0.0134608,
2.1614,-1.09338,939.931,-0.0127843,
2.1715,-1.08203,939.918,-0.0125489,
2.1816,-1.07124,939.905,-0.0121895,
2.1917,-1.06645,939.901,-0.0129618,
2.2018,-1.06249,939.896,-0.0110829,
2.2119,-1.06381,939.898,-0.0107289,
2.222,-1.06603,939.902,-0.0106495,
2.2321,-1.07066,939.906,-0.0103775,
2.2422,-1.07858,939.913,-0.00940656,
2.2523,-1.09027,939.927,-0.00970459,
2.2624,-1.10361,939.942,-0.00968697,
2.2725,-1.11681,939.96,-0.0103477,
2.2826,-1.13028,939.972,-0.0092824,
2.2927,-1.14552,939.991,-0.00994675,
2.3028,-1.16118,940.014,-0.0123978,
2.3129,-1.1737,940.028,-0.0116749,
2.323,-1.18565,940.044,-0.0126138,
2.3331,-1.19417,940.053,-0.0128528,
2.3432,-1.20206,940.066,-0.015138,
2.3533,-1.20709,940.075,-0.0154703,
2.3634,-1.20758,940.077,-0.0155915,
2.3735,-1.20793,940.079,-0.0163576,
2.3836,-1.20298,940.075,-0.0161878,
2.3937,-1.19682,940.068,-0.0176962,
2.4038,-1.1874,940.059,-0.0165157,
2.4139,-1.17715,940.05,-0.0167554,
2.424,-1.16458,940.035,-0.0164859,
2.4341,-1.14939,940.02,-0.016922,
2.4442,-1.13341,939.999,-0.0167414,
2.4543,-1.12041,939.984,-0.0161129,
2.4644,-1.10831,939.974,-0.0164488,
2.4745,-1.09494,939.959,-0.0156564,
2.4846,-1.08329,939.946,-0.0147685,
2.4947,-1.07186,939.93,-0.0131272,
2.5048,-1.06602,939.923,-0.0137802,
2.5149,-1.06153,939.919,-0.0133459,
2.525,-1.0596,939.916,-0.012289,
2.5351,-1.06116,939.917,-0.0121754,
2.5452,-1.06411,939.921,-0.0119759,
2.5553,-1.07068,939.929,-0.012546,
2.5654,-1.07822,939.94,-0.0117958,
2.5755,-1.08923,939.952,-0.0129378,
2.5856,-1.09891,939.964,-0.0131033,
2.5957,-1.11045,939.978,-0.0138081,
2.6058,-1.12274,939.991,-0.0140619,
2.6159,-1.13685,940.011,-0.0158247,
2.626,-1.14803,940.026,-0.0156245,
2.6361,-1.15832,940.04,-0.0167265,
2.6462,-1.16626,940.049,-0.0168829,
2.6563,-1.17247,940.058,-0.0179616,
2.6664,-1.1785,940.068,-0.0196746,
2.6765,-1.17991,940.068,-0.0183606,
2.6866,-1.18094,940.072,-0.019219,
2.6967,-1.17708,940.066,-0.018858,
2.7068,-1.1733,940.066,-0.0208398,
2.7169,-1.16746,940.063,-0.0209141,
2.727,-1.15899,940.054,-0.0195359,
2.7371,-1.14987,940.046,-0.0208242,
2.7472,-1.1376,940.029,-0.019653,
2.7573,-1.12495,940.013,-0.0192238,
2.7674,-1.11218,939.999,-0.0184072,
2.7775,-1.102,939.988,-0.0182541,
2.7876,-1.09163,939.978,-0.0191414,
2.7977,-1.0807,939.964,-0.0175691,
2.8078,-1.07235,939.956,-0.0167445,
2.8179,-1.06609,939.948,-0.0170421,
2.828,-1.06236,939.945,-0.0163701,
2.8381,-1.05889,939.94,-0.0157354,
2.8482,-1.05758,939.936,-0.0157662,
2.8583,-1.05829,939.935,-0.0145452,
2.8684,-1.05984,939.937,-0.0141656,
2.8785,-1.06711,939.947,-0.0139368,
2.8886,-1.07393,939.957,-0.014865,
2.8987,-1.08347,939.968,-0.0151748,
2.9088,-1.09129,939.976,-0.0137958,
2.9189,-1.10144,939.989,-0.0165055,
2.929,-1.11194,940.005,-0.0162974,
2.9391,-1.1206,940.016,-0.0168834,
2.9492,-1.12911,940.024,-0.0162828,
2.9593,-1.13682,940.037,-0.017352,
2.9694,-1.14202,940.04,-0.0168656,
2.9795,-1.14753,940.05,-0.0175116,
2.9896,-1.15029,940.056,-0.0186064,
2.9997,-1.15049,940.053,-0.0179782,
3.0098,-1.15074,940.059,-0.0199953,
3.0199,-1.14542,940.049,-0.0179165,
3.03,-1.14166,940.05,-0.0196478,
3.0401,-1.13622,940.046,-0.0202553,
3.0502,-1.1279,940.035,-0.0194895,
3.0603,-1.11955,940.027,-0.019901,
