Time,FP_RearLeft_Fx,FP_RearLeft_Fy,FP_RearLeft_Fz,
0.0101,1.06866e-11,-27.2472,0,
0.0202,1.06866e-11,26.6254,0,
0.0303,1.06866e-11,80.2608,0,
0.0404,1.06866e-11,131.065,0,
0.0505,1.06866e-11,178.848,0,
0.0606,1.06866e-11,223.743,0,
0.0707,1.06866e-11,265.919,0,
0.0808,1.06866e-11,305.539,0,
0.0909,1.06866e-11,342.758,0,
0.101,1.06866e-11,377.721,0,
0.1111,1.06866e-11,410.566,0,
0.1212,1.06866e-11,441.42,0,
0.1313,1.06866e-11,470.405,0,
0.1414,1.06866e-11,497.633,0,
0.1515,1.06866e-11,523.211,0,
0.1616,1.06866e-11,547.238,0,
0.1717,1.06866e-11,569.81,0,
0.1818,1.06866e-11,591.014,0,
0.1919,1.06866e-11,610.933,0,
0.202,1.06866e-11,629.644,0,
0.2121,1.06866e-11,647.222,0,
0.2222,1.06866e-11,663.735,0,
0.2323,1.06866e-11,679.247,0,
0.2424,1.06866e-11,693.818,0,
0.2525,1.06866e-11,707.507,0,
0.2626,1.06866e-11,720.366,0,
0.2727,1.06866e-11,732.446,0,
0.2828,1.06866e-11,743.794,0,
0.2929,1.06866e-11,754.454,0,
0.303,1.06866e-11,764.468,0,
0.3131,1.06866e-11,773.876,0,
0.3232,1.06866e-11,782.713,0,
0.3333,1.06866e-11,791.014,0,
0.3434,1.06866e-11,798.813,0,
0.3535,1.06866e-11,806.139,0,
0.3636,1.06866e-11,813.021,0,
0.3737,1.06866e-11,819.486,0,
0.3838,1.06866e-11,825.559,0,
0.3939,1.06866e-11,831.264,0,
0.404,1.06866e-11,836.623,0,
0.4141,1.06866e-11,841.658,0,
0.4242,1.06866e-11,846.387,0,
0.4343,1.06866e-11,850.83,0,
0.4444,1.06866e-11,855.004,0,
0.4545,1.06866e-11,858.924,0,
0.4646,1.06866e-11,862.608,0,
0.4747,1.06866e-11,866.067,0,
0.4848,1.06866e-11,869.318,0,
0.4949,1.06866e-11,872.371,0,
0.505,1.06866e-11,875.239,0,
0.5151,1.06866e-11,877.933,0,
0.5252,1.06866e-11,880.465,0,
0.5353,1.06866e-11,882.842,0,
0.5454,1.06866e-11,885.076,0,
0.5555,1.06866e-11,887.174,0,
0.5656,1.06866e-11,889.145,0,
0.5757,1.06866e-11,890.997,0,
0.5858,1.06866e-11,892.736,0,
0.5959,1.06866e-11,894.37,0,
0.606,1.06866e-11,895.905,0,
0.6161,1.06866e-11,897.347,0,
0.6262,1.06866e-11,898.702,0,
0.6363,1.06866e-11,899.975,0,
0.6464,1.06866e-11,901.17,0,
0.6565,1.06866e-11,902.293,0,
0.6666,1.06866e-11,903.348,0,
0.6767,1.06866e-11,904.339,0,
0.6868,1.06866e-11,905.27,0,
0.6969,0.681262,926.659,2.63533,
0.707,5.22979,1039.71,15.3448,
0.7171,6.17789,1053.97,15.99,
0.7272,6.2259,1051,15.1786,
0.7373,6.06432,1045.16,14.2435,
0.7474,5.88494,1039.26,13.3403,
0.7575,5.66241,1033.24,12.4987,
0.7676,5.3731,1026.85,11.7257,
0.7777,5.13203,1021.18,10.9697,
0.7878,4.93318,1016.74,10.1549,
0.7979,4.73138,1013.36,9.299,
0.808,4.52802,1010.87,8.41041,
0.8181,4.39832,1008.58,7.59539,
0.8282,4.28632,1006.35,6.83896,
0.8383,4.13917,1004.19,6.11969,
0.8484,3.94658,1002.07,5.43999,
0.8585,3.72359,1000.14,4.78966,
0.8686,3.4785,998.376,4.17172,
0.8787,3.2216,996.689,3.59579,
0.8888,2.95103,995.01,3.0686,
0.8989,2.6594,993.361,2.59037,
0.909,2.31825,991.964,2.15023,
0.9191,1.91372,990.672,1.78816,
0.9292,1.51151,989.155,1.51622,
0.9393,1.12313,987.655,1.28786,
0.9494,0.761374,986.191,1.08042,
0.9595,0.419117,984.922,0.868743,
0.9696,0.105235,983.805,0.647981,
0.9797,-0.181561,982.76,0.431477,
0.9898,-0.452652,981.769,0.230428,
0.9999,-0.71277,980.812,0.0512573,
1.01,-0.963783,979.876,-0.103197,
1.0201,-1.20447,978.951,-0.233805,
1.0302,-1.4333,978.039,-0.34354,
1.0403,-1.64761,977.124,-0.434765,
1.0504,-1.84822,976.221,-0.511046,
1.0605,-2.03577,975.34,-0.57533,
1.0706,-2.21082,974.487,-0.630039,
1.0807,-2.37428,973.666,-0.677112,
1.0908,-2.52693,972.88,-0.717954,
1.1009,-2.66935,972.127,-0.753585,
1.111,-2.80223,971.408,-0.784921,
1.1211,-2.92617,970.723,-0.812843,
1.1312,-3.04188,970.073,-0.838212,
1.1413,-3.14968,969.456,-0.861452,
1.1514,-3.25001,968.863,-0.881633,
1.1615,-3.34346,968.292,-0.898251,
1.1716,-3.43046,967.743,-0.911914,
1.1817,-3.51143,967.218,-0.923394,
1.1918,-3.58602,966.71,-0.933061,
1.2019,-3.65545,966.228,-0.941495,
1.212,-3.71856,965.757,-0.94871,
1.2221,-3.776,965.299,-0.95442,
1.2322,-3.82853,964.854,-0.958554,
1.2423,-3.87667,964.425,-0.961645,
1.2524,-3.9213,964.02,-0.964629,
1.2625,-3.96177,963.632,-0.967955,
1.2726,-3.99837,963.264,-0.97216,
1.2827,-4.03151,962.916,-0.97712,
1.2928,-4.06169,962.589,-0.983009,
1.3029,-4.08958,962.287,-0.99092,
1.313,-4.11523,962.012,-1.00293,
1.3231,-4.13753,961.762,-1.02133,
1.3332,-4.15525,961.535,-1.04882,
1.3433,-4.16645,961.33,-1.08867,
1.3534,-4.16814,961.155,-1.14593,
1.3635,-4.15241,961.023,-1.23017,
1.3736,-4.09256,960.954,-1.36009,
1.3837,-3.91342,960.966,-1.54102,
1.3938,-3.60113,961.006,-1.71404,
1.4039,-3.22382,961.028,-1.838,
1.414,-2.94242,960.919,-1.80762,
1.4241,-2.69973,960.762,-1.75909,
1.4342,-2.44242,960.622,-1.71075,
1.4443,-2.16153,960.507,-1.66517,
1.4544,-1.8471,960.426,-1.63786,
1.4645,-1.5115,960.369,-1.62072,
1.4746,-1.15999,960.331,-1.60967,
1.4847,-0.81011,960.304,-1.57979,
1.4948,-0.473367,960.283,-1.52155,
1.5049,-0.155118,960.263,-1.45496,
1.515,0.144581,960.247,-1.38754,
1.5251,0.426615,960.235,-1.32169,
1.5352,0.691913,960.228,-1.25825,
1.5453,0.941372,960.224,-1.19765,
1.5554,1.17587,960.223,-1.14013,
1.5655,1.39624,960.225,-1.08574,
1.5756,1.60332,960.23,-1.03417,
1.5857,1.79777,960.234,-0.986106,
1.5958,1.98035,960.239,-0.942478,
1.6059,2.15179,960.244,-0.903072,
1.616,2.31267,960.249,-0.868996,
1.6261,2.46229,960.252,-0.848802,
1.6362,2.58498,960.248,-0.876776,
1.6463,2.67604,960.229,-0.909311,
1.6564,2.75459,960.206,-0.938943,
1.6665,2.82319,960.181,-0.965217,
1.6766,2.87876,960.152,-0.990321,
1.6867,2.92569,960.121,-1.01045,
1.6968,2.9644,960.089,-1.02546,
1.7069,2.99934,960.059,-1.04094,
1.717,3.03003,960.028,-1.05487,
1.7271,3.05256,959.996,-1.06734,
1.7372,3.0749,959.968,-1.08205,
1.7473,3.09156,959.941,-1.09499,
1.7574,3.10113,959.91,-1.10461,
1.7675,3.10361,959.877,-1.11018,
1.7776,3.10233,959.846,-1.11484,
1.7877,3.09982,959.814,-1.12083,
1.7978,3.08984,959.781,-1.12578,
1.8079,3.08436,959.751,-1.13006,
1.818,3.07746,959.723,-1.13698,
1.8281,3.07266,959.698,-1.14261,
1.8382,3.07139,959.676,-1.14638,
1.8483,3.06784,959.655,-1.15128,
1.8584,3.06437,959.634,-1.15547,
1.8685,3.05796,959.614,-1.16008,
1.8786,3.05347,959.596,-1.16156,
1.8887,3.04301,959.574,-1.1605,
1.8988,3.03323,959.554,-1.15943,
1.9089,3.02678,959.537,-1.15805,
1.919,3.02183,959.522,-1.15714,
1.9291,3.02015,959.509,-1.1549,
1.9392,3.0198,959.498,-1.15635,
1.9493,3.02153,959.489,-1.16032,
1.9594,3.0231,959.481,-1.16289,
1.9695,3.02363,959.472,-1.16418,
1.9796,3.02093,959.462,-1.16516,
1.9897,3.01383,959.45,-1.16538,
1.9998,3.00799,959.439,-1.16596,
2.0099,3.00424,959.43,-1.16726,
2.02,3.00292,959.423,-1.16856,
2.0301,3.00174,959.416,-1.16994,
2.0402,3.00431,959.412,-1.17253,
2.0503,3.00737,959.409,-1.17477,
2.0604,3.01007,959.407,-1.17531,
2.0705,3.00747,959.401,-1.17192,
2.0806,3.00035,959.391,-1.16898,
2.0907,2.99264,959.383,-1.16649,
2.1008,2.98776,959.377,-1.16503,
2.1109,2.98268,959.37,-1.1636,
2.121,2.97908,959.364,-1.16377,
2.1311,2.97805,959.361,-1.16543,
2.1412,2.97932,959.359,-1.16678,
2.1513,2.98123,959.358,-1.16756,
2.1614,2.9793,959.356,-1.1689,
2.1715,2.97227,959.35,-1.1644,
2.1816,2.96347,959.342,-1.16104,
2.1917,2.95877,959.337,-1.15505,
2.2018,2.95538,959.334,-1.15205,
2.2119,2.94902,959.328,-1.15051,
2.222,2.94191,959.323,-1.14909,
2.2321,2.9378,959.319,-1.14551,
2.2422,2.93326,959.315,-1.14439,
2.2523,2.9305,959.313,-1.14474,
2.2624,2.92397,959.308,-1.14621,
2.2725,2.91815,959.305,-1.14566,
2.2826,2.91416,959.301,-1.14567,
2.2927,2.90981,959.3,-1.14677,
2.3028,2.90404,959.295,-1.14035,
2.3129,2.89598,959.29,-1.13953,
2.323,2.8875,959.284,-1.14054,
2.3331,2.88046,959.279,-1.14059,
2.3432,2.8745,959.276,-1.14115,
2.3533,2.86964,959.273,-1.13996,
2.3634,2.86326,959.27,-1.14011,
2.3735,2.85826,959.267,-1.13994,
2.3836,2.85234,959.263,-1.13938,
2.3937,2.8494,959.262,-1.13996,
2.4038,2.84648,959.261,-1.14128,
2.4139,2.84076,959.258,-1.14179,
2.424,2.8328,959.254,-1.1423,
2.4341,2.82438,959.248,-1.14035,
2.4442,2.81934,959.247,-1.13869,
2.4543,2.81479,959.244,-1.1291,
2.4644,2.8083,959.241,-1.12691,
2.4745,2.79965,959.235,-1.12097,
2.4846,2.79284,959.231,-1.11724,
2.4947,2.78831,959.229,-1.11488,
2.5048,2.78488,959.228,-1.11094,
2.5149,2.77847,959.225,-1.10799,
2.525,2.77291,959.222,-1.10583,
2.5351,2.76776,959.218,-1.10734,
2.5452,2.76324,959.217,-1.1085,
2.5553,2.75803,959.215,-1.10821,
2.5654,2.74962,959.21,-1.10561,
2.5755,2.74169,959.206,-1.10364,
2.5856,2.73375,959.201,-1.10146,
2.5957,2.72867,959.199,-1.10099,
2.6058,2.72512,959.198,-1.09843,
2.6159,2.71928,959.195,-1.09783,
2.626,2.71277,959.191,-1.09951,
2.6361,2.70657,959.189,-1.09854,
2.6462,2.70197,959.186,-1.09874,
2.6563,2.69956,959.186,-1.1021,
2.6664,2.69532,959.185,-1.10451,
2.6765,2.68698,959.181,-1.10499,
2.6866,2.67844,959.176,-1.10372,
2.6967,2.67208,959.173,-1.10101,
2.7068,2.66745,959.17,-1.10104,
2.7169,2.66335,959.17,-1.10191,
2.727,2.65657,959.166,-1.10031,
2.7371,2.64785,959.162,-1.09739,
2.7472,2.6397,959.157,-1.0941,
2.7573,2.63438,959.154,-1.09318,
2.7674,2.62998,959.153,-1.09429,
2.7775,2.62397,959.151,-1.09297,
2.7876,2.61711,959.148,-1.08908,
2.7977,2.61202,959.145,-1.08809,
2.8078,2.6074,959.143,-1.08686,
2.8179,2.60463,959.143,-1.08655,
2.828,2.59909,959.14,-1.08155,
2.8381,2.59123,959.137,-1.07677,
2.8482,2.58222,959.132,-1.06957,
2.8583,2.57394,959.128,-1.06412,
2.8684,2.56572,959.122,-1.05781,
2.8785,2.56029,959.12,-1.05144,
2.8886,2.55659,959.119,-1.04929,
2.8987,2.55131,959.117,-1.04523,
2.9088,2.54422,959.114,-1.03874,
2.9189,2.53682,959.111,-1.03367,
2.929,2.52938,959.106,-1.02849,
2.9391,2.52542,959.105,-1.02519,
2.9492,2.52177,959.104,-1.02227,
2.9593,2.51518,959.101,-1.01826,
2.9694,2.50649,959.097,-1.01438,
2.9795,2.49687,959.092,-1.01092,
2.9896,2.48701,959.086,-1.00885,
2.9997,2.48035,959.084,-1.0062,
3.0098,2.47426,959.081,-1.00351,
3.0199,2.46744,959.078,-1.00124,
3.03,2.45898,959.074,-1.00038,
3.0401,2.45208,959.07,-0.999474,
3.0502,2.44587,959.068,-0.998785,
3.0603,2.4421,959.067,-0.997123,
3.0704,2.43786,959.066,-0.995902,
3.0805,2.43203,959.064,-0.996536,
3.0906,2.42341,959.06,-0.99858,
3.1007,2.41297,959.054,-1.0013,
3.1108,2.40219,959.048,-1.00443,
3.1209,2.39586,959.046,-1.00718,
3.131,2.39157,959.045,-1.00927,
3.1411,2.38531,959.043,-1.01155,
3.1512,2.37659,959.038,-1.01438,
3.1613,2.36751,959.034,-1.01812,
3.1714,2.3603,959.03,-1.02129,
3.1815,2.35478,959.028,-1.0242,
3.1916,2.35002,959.026,-1.0273,
3.2017,2.34356,959.024,-1.03147,
3.2118,2.33498,959.021,-1.03589,
3.2219,2.32556,959.016,-1.04011,
3.232,2.31534,959.01,-1.04436,
3.2421,2.30849,959.007,-1.04883,
3.2522,2.30507,959.007,-1.05293,
3.2623,2.29977,959.005,-1.05739,
